                              P           Q            P           Q            P           Q
                R                  5p-                      5p                       5d-
   112      3.4481E-08    2.4993E-10  2.5394E-06   3.9156E-12 -2.2384E-16   2.2216E-17  3.7621E-13
   113      3.4828E-08    2.5498E-10  2.5649E-06   3.9947E-12 -2.3066E-16   2.2892E-17  3.8381E-13
   114      3.5178E-08    2.6013E-10  2.5907E-06   4.0754E-12 -2.3768E-16   2.3590E-17  3.9156E-13
   115      3.5531E-08    2.6538E-10  2.6168E-06   4.1577E-12 -2.4492E-16   2.4308E-17  3.9947E-13
   116      3.5889E-08    2.7074E-10  2.6431E-06   4.2417E-12 -2.5238E-16   2.5048E-17  4.0754E-13
   117      3.6249E-08    2.7621E-10  2.6696E-06   4.3274E-12 -2.6006E-16   2.5811E-17  4.1578E-13
   118      3.6614E-08    2.8179E-10  2.6965E-06   4.4148E-12 -2.6798E-16   2.6597E-17  4.2417E-13
   119      3.6982E-08    2.8749E-10  2.7236E-06   4.5040E-12 -2.7615E-16   2.7407E-17  4.3274E-13
   120      3.7353E-08    2.9329E-10  2.7509E-06   4.5950E-12 -2.8456E-16   2.8242E-17  4.4149E-13
   121      3.7729E-08    2.9922E-10  2.7786E-06   4.6878E-12 -2.9322E-16   2.9102E-17  4.5040E-13
   122      3.8108E-08    3.0526E-10  2.8065E-06   4.7825E-12 -3.0215E-16   2.9988E-17  4.5950E-13
   123      3.8491E-08    3.1143E-10  2.8347E-06   4.8792E-12 -3.1135E-16   3.0902E-17  4.6879E-13
   124      3.8878E-08    3.1772E-10  2.8632E-06   4.9777E-12 -3.2084E-16   3.1843E-17  4.7826E-13
   125      3.9268E-08    3.2414E-10  2.8920E-06   5.0783E-12 -3.3061E-16   3.2812E-17  4.8792E-13
   126      3.9663E-08    3.3069E-10  2.9210E-06   5.1809E-12 -3.4068E-16   3.3812E-17  4.9777E-13
   127      4.0062E-08    3.3737E-10  2.9504E-06   5.2855E-12 -3.5105E-16   3.4841E-17  5.0783E-13
   128      4.0464E-08    3.4418E-10  2.9800E-06   5.3923E-12 -3.6174E-16   3.5903E-17  5.1809E-13
   129      4.0871E-08    3.5114E-10  3.0100E-06   5.5012E-12 -3.7276E-16   3.6996E-17  5.2855E-13
   130      4.1282E-08    3.5823E-10  3.0402E-06   5.6124E-12 -3.8411E-16   3.8123E-17  5.3923E-13
   131      4.1697E-08    3.6547E-10  3.0708E-06   5.7257E-12 -3.9581E-16   3.9284E-17  5.5012E-13
   132      4.2116E-08    3.7285E-10  3.1017E-06   5.8414E-12 -4.0786E-16   4.0480E-17  5.6124E-13
   133      4.2539E-08    3.8038E-10  3.1328E-06   5.9594E-12 -4.2028E-16   4.1713E-17  5.7258E-13
   134      4.2966E-08    3.8807E-10  3.1643E-06   6.0798E-12 -4.3308E-16   4.2983E-17  5.8414E-13
   135      4.3398E-08    3.9590E-10  3.1961E-06   6.2026E-12 -4.4627E-16   4.4292E-17  5.9594E-13
   136      4.3834E-08    4.0390E-10  3.2282E-06   6.3279E-12 -4.5986E-16   4.5641E-17  6.0798E-13
   137      4.4275E-08    4.1206E-10  3.2607E-06   6.4558E-12 -4.7387E-16   4.7031E-17  6.2026E-13
   138      4.4720E-08    4.2039E-10  3.2935E-06   6.5862E-12 -4.8830E-16   4.8463E-17  6.3279E-13
   139      4.5169E-08    4.2888E-10  3.3266E-06   6.7192E-12 -5.0317E-16   4.9939E-17  6.4558E-13
   140      4.5623E-08    4.3754E-10  3.3600E-06   6.8550E-12 -5.1849E-16   5.1460E-17  6.5862E-13
   141      4.6082E-08    4.4638E-10  3.3938E-06   6.9934E-12 -5.3429E-16   5.3027E-17  6.7192E-13
   142      4.6545E-08    4.5540E-10  3.4279E-06   7.1347E-12 -5.5056E-16   5.4642E-17  6.8550E-13
