#                              P           Q            P           Q
#                R                  5s                       5p-
   159      8.6696E-08    3.3452E-06 -5.9057E-10   1.0165E-10  5.5106E-07
   160      8.7567E-08    3.3788E-06 -6.0250E-10   1.0370E-10  5.5660E-07
   161      8.8447E-08    3.4128E-06 -6.1467E-10   1.0579E-10  5.6220E-07
   162      8.9336E-08    3.4471E-06 -6.2709E-10   1.0793E-10  5.6785E-07
   163      9.0234E-08    3.4817E-06 -6.3975E-10   1.1011E-10  5.7355E-07
   164      9.1141E-08    3.5167E-06 -6.5268E-10   1.1234E-10  5.7932E-07
   165      9.2057E-08    3.5521E-06 -6.6586E-10   1.1461E-10  5.8514E-07
   166      9.2982E-08    3.5877E-06 -6.7931E-10   1.1692E-10  5.9102E-07
   167      9.3916E-08    3.6238E-06 -6.9304E-10   1.1928E-10  5.9696E-07
   168      9.4860E-08    3.6602E-06 -7.0704E-10   1.2169E-10  6.0296E-07
   169      9.5813E-08    3.6970E-06 -7.2132E-10   1.2415E-10  6.0902E-07
   170      9.6776E-08    3.7342E-06 -7.3589E-10   1.2666E-10  6.1514E-07
   171      9.7749E-08    3.7717E-06 -7.5076E-10   1.2922E-10  6.2132E-07
   172      9.8731E-08    3.8096E-06 -7.6593E-10   1.3183E-10  6.2757E-07
   173      9.9724E-08    3.8479E-06 -7.8140E-10   1.3449E-10  6.3387E-07
   174      1.0073E-07    3.8866E-06 -7.9718E-10   1.3721E-10  6.4024E-07
   175      1.0174E-07    3.9256E-06 -8.1329E-10   1.3998E-10  6.4668E-07
   176      1.0276E-07    3.9651E-06 -8.2972E-10   1.4281E-10  6.5318E-07
   177      1.0379E-07    4.0049E-06 -8.4648E-10   1.4569E-10  6.5974E-07
   178      1.0484E-07    4.0452E-06 -8.6358E-10   1.4864E-10  6.6637E-07
   179      1.0589E-07    4.0858E-06 -8.8102E-10   1.5164E-10  6.7307E-07
   180      1.0695E-07    4.1269E-06 -8.9882E-10   1.5470E-10  6.7983E-07
   181      1.0803E-07    4.1684E-06 -9.1698E-10   1.5783E-10  6.8667E-07
   182      1.0912E-07    4.2103E-06 -9.3550E-10   1.6102E-10  6.9357E-07
   183      1.1021E-07    4.2526E-06 -9.5440E-10   1.6427E-10  7.0054E-07
   184      1.1132E-07    4.2953E-06 -9.7368E-10   1.6759E-10  7.0758E-07
   185      1.1244E-07    4.3385E-06 -9.9335E-10   1.7097E-10  7.1469E-07
   186      1.1357E-07    4.3821E-06 -1.0134E-09   1.7443E-10  7.2187E-07
   187      1.1471E-07    4.4261E-06 -1.0339E-09   1.7795E-10  7.2913E-07
   188      1.1586E-07    4.4706E-06 -1.0548E-09   1.8154E-10  7.3646E-07
   189      1.1703E-07    4.5155E-06 -1.0761E-09   1.8521E-10  7.4386E-07
   190      1.1820E-07    4.5609E-06 -1.0978E-09   1.8895E-10  7.5133E-07
   191      1.1939E-07    4.6068E-06 -1.1200E-09   1.9277E-10  7.5888E-07
   192      1.2059E-07    4.6531E-06 -1.1426E-09   1.9666E-10  7.6651E-07
   193      1.2180E-07    4.6998E-06 -1.1657E-09   2.0064E-10  7.7422E-07
   194      1.2303E-07    4.7471E-06 -1.1893E-09   2.0469E-10  7.8200E-07
   195      1.2426E-07    4.7948E-06 -1.2133E-09   2.0883E-10  7.8986E-07
   196      1.2551E-07    4.8430E-06 -1.2378E-09   2.1304E-10  7.9779E-07
   197      1.2677E-07    4.8916E-06 -1.2628E-09   2.1735E-10  8.0581E-07
   198      1.2805E-07    4.9408E-06 -1.2883E-09   2.2174E-10  8.1391E-07
   199      1.2933E-07    4.9904E-06 -1.3143E-09   2.2622E-10  8.2209E-07
   200      1.3063E-07    5.0406E-06 -1.3409E-09   2.3079E-10  8.3035E-07
   201      1.3195E-07    5.0913E-06 -1.3680E-09   2.3545E-10  8.3870E-07
   202      1.3327E-07    5.1424E-06 -1.3956E-09   2.4021E-10  8.4713E-07
   203      1.3461E-07    5.1941E-06 -1.4238E-09   2.4506E-10  8.5564E-07
   204      1.3597E-07    5.2463E-06 -1.4526E-09   2.5001E-10  8.6424E-07
   205      1.3733E-07    5.2990E-06 -1.4819E-09   2.5506E-10  8.7293E-07
   206      1.3871E-07    5.3523E-06 -1.5118E-09   2.6021E-10  8.8170E-07
   207      1.4011E-07    5.4061E-06 -1.5424E-09   2.6547E-10  8.9056E-07
   208      1.4151E-07    5.4604E-06 -1.5735E-09   2.7083E-10  8.9951E-07
   209      1.4294E-07    5.5153E-06 -1.6053E-09   2.7630E-10  9.0855E-07
   210      1.4437E-07    5.5707E-06 -1.6378E-09   2.8189E-10  9.1768E-07
   211      1.4582E-07    5.6267E-06 -1.6708E-09   2.8758E-10  9.2690E-07
   212      1.4729E-07    5.6833E-06 -1.7046E-09   2.9339E-10  9.3622E-07
   213      1.4877E-07    5.7404E-06 -1.7390E-09   2.9932E-10  9.4563E-07
   214      1.5027E-07    5.7981E-06 -1.7742E-09   3.0536E-10  9.5513E-07
   215      1.5178E-07    5.8563E-06 -1.8100E-09   3.1153E-10  9.6473E-07
   216      1.5330E-07    5.9152E-06 -1.8466E-09   3.1782E-10  9.7443E-07
   217      1.5484E-07    5.9746E-06 -1.8839E-09   3.2424E-10  9.8422E-07
   218      1.5640E-07    6.0347E-06 -1.9219E-09   3.3080E-10  9.9411E-07
   219      1.5797E-07    6.0953E-06 -1.9608E-09   3.3748E-10  1.0041E-06
   220      1.5956E-07    6.1566E-06 -2.0004E-09   3.4430E-10  1.0142E-06
   221      1.6116E-07    6.2185E-06 -2.0408E-09   3.5125E-10  1.0244E-06
   222      1.6278E-07    6.2810E-06 -2.0820E-09   3.5835E-10  1.0347E-06
   223      1.6442E-07    6.3441E-06 -2.1241E-09   3.6559E-10  1.0451E-06
   224      1.6607E-07    6.4079E-06 -2.1670E-09   3.7297E-10  1.0556E-06
   225      1.6774E-07    6.4723E-06 -2.2107E-09   3.8050E-10  1.0662E-06
   226      1.6942E-07    6.5373E-06 -2.2554E-09   3.8819E-10  1.0769E-06
   227      1.7113E-07    6.6030E-06 -2.3010E-09   3.9603E-10  1.0877E-06
   228      1.7285E-07    6.6694E-06 -2.3474E-09   4.0403E-10  1.0987E-06
   229      1.7458E-07    6.7364E-06 -2.3949E-09   4.1220E-10  1.1097E-06
   230      1.7634E-07    6.8041E-06 -2.4432E-09   4.2052E-10  1.1209E-06
   231      1.7811E-07    6.8725E-06 -2.4926E-09   4.2902E-10  1.1321E-06
   232      1.7990E-07    6.9415E-06 -2.5430E-09   4.3768E-10  1.1435E-06
   233      1.8171E-07    7.0113E-06 -2.5943E-09   4.4653E-10  1.1550E-06
   234      1.8353E-07    7.0818E-06 -2.6467E-09   4.5555E-10  1.1666E-06
   235      1.8538E-07    7.1530E-06 -2.7002E-09   4.6475E-10  1.1783E-06
   236      1.8724E-07    7.2248E-06 -2.7548E-09   4.7414E-10  1.1902E-06
   237      1.8912E-07    7.2974E-06 -2.8104E-09   4.8372E-10  1.2021E-06
   238      1.9102E-07    7.3708E-06 -2.8672E-09   4.9349E-10  1.2142E-06
   239      1.9294E-07    7.4449E-06 -2.9251E-09   5.0346E-10  1.2264E-06
   240      1.9488E-07    7.5197E-06 -2.9842E-09   5.1363E-10  1.2387E-06
   241      1.9684E-07    7.5953E-06 -3.0445E-09   5.2400E-10  1.2512E-06
   242      1.9882E-07    7.6716E-06 -3.1060E-09   5.3459E-10  1.2638E-06
   243      2.0082E-07    7.7487E-06 -3.1687E-09   5.4539E-10  1.2765E-06
   244      2.0284E-07    7.8266E-06 -3.2327E-09   5.5641E-10  1.2893E-06
   245      2.0488E-07    7.9052E-06 -3.2980E-09   5.6765E-10  1.3023E-06
   246      2.0693E-07    7.9847E-06 -3.3647E-09   5.7911E-10  1.3153E-06
   247      2.0901E-07    8.0649E-06 -3.4326E-09   5.9081E-10  1.3286E-06
   248      2.1112E-07    8.1460E-06 -3.5020E-09   6.0275E-10  1.3419E-06
   249      2.1324E-07    8.2279E-06 -3.5727E-09   6.1492E-10  1.3554E-06
   250      2.1538E-07    8.3105E-06 -3.6449E-09   6.2735E-10  1.3690E-06
   251      2.1754E-07    8.3941E-06 -3.7185E-09   6.4002E-10  1.3828E-06
   252      2.1973E-07    8.4784E-06 -3.7936E-09   6.5295E-10  1.3967E-06
   253      2.2194E-07    8.5636E-06 -3.8703E-09   6.6614E-10  1.4107E-06
   254      2.2417E-07    8.6497E-06 -3.9485E-09   6.7960E-10  1.4249E-06
   255      2.2642E-07    8.7366E-06 -4.0282E-09   6.9332E-10  1.4392E-06
   256      2.2870E-07    8.8244E-06 -4.1096E-09   7.0733E-10  1.4537E-06
   257      2.3100E-07    8.9131E-06 -4.1926E-09   7.2162E-10  1.4683E-06
   258      2.3332E-07    9.0027E-06 -4.2773E-09   7.3620E-10  1.4830E-06
   259      2.3566E-07    9.0932E-06 -4.3637E-09   7.5107E-10  1.4979E-06
   260      2.3803E-07    9.1846E-06 -4.4519E-09   7.6624E-10  1.5130E-06
   261      2.4042E-07    9.2769E-06 -4.5418E-09   7.8172E-10  1.5282E-06
   262      2.4284E-07    9.3701E-06 -4.6336E-09   7.9751E-10  1.5436E-06
   263      2.4528E-07    9.4643E-06 -4.7272E-09   8.1362E-10  1.5591E-06
   264      2.4775E-07    9.5594E-06 -4.8227E-09   8.3006E-10  1.5747E-06
   265      2.5024E-07    9.6555E-06 -4.9201E-09   8.4683E-10  1.5906E-06
   266      2.5275E-07    9.7525E-06 -5.0195E-09   8.6394E-10  1.6066E-06
