#                R                  6p-                      6p                      7s 
#                              P           Q            P           Q           P           Q
   567      3.2631E-06    8.9817E-07  9.6456E-05   1.3606E-08 -7.3583E-11  1.1874E-04 -1.0704E-06
   568      3.2958E-06    9.1631E-07  9.7426E-05   1.3881E-08 -7.5824E-11  1.1994E-04 -1.0920E-06
   569      3.3290E-06    9.3481E-07  9.8404E-05   1.4161E-08 -7.8132E-11  1.2114E-04 -1.1140E-06
   570      3.3624E-06    9.5369E-07  9.9393E-05   1.4447E-08 -8.0511E-11  1.2236E-04 -1.1365E-06
   571      3.3962E-06    9.7295E-07  1.0039E-04   1.4739E-08 -8.2962E-11  1.2359E-04 -1.1595E-06
   572      3.4304E-06    9.9259E-07  1.0140E-04   1.5037E-08 -8.5488E-11  1.2483E-04 -1.1829E-06
   573      3.4648E-06    1.0126E-06  1.0242E-04   1.5341E-08 -8.8091E-11  1.2608E-04 -1.2068E-06
   574      3.4997E-06    1.0331E-06  1.0345E-04   1.5651E-08 -9.0773E-11  1.2735E-04 -1.2311E-06
   575      3.5348E-06    1.0539E-06  1.0449E-04   1.5967E-08 -9.3536E-11  1.2863E-04 -1.2560E-06
   576      3.5703E-06    1.0752E-06  1.0554E-04   1.6289E-08 -9.6384E-11  1.2992E-04 -1.2814E-06
   577      3.6062E-06    1.0969E-06  1.0660E-04   1.6618E-08 -9.9319E-11  1.3123E-04 -1.3072E-06
   578      3.6425E-06    1.1191E-06  1.0767E-04   1.6954E-08 -1.0234E-10  1.3255E-04 -1.3336E-06
   579      3.6791E-06    1.1417E-06  1.0875E-04   1.7296E-08 -1.0546E-10  1.3388E-04 -1.3606E-06
   580      3.7161E-06    1.1647E-06  1.0984E-04   1.7646E-08 -1.0867E-10  1.3522E-04 -1.3880E-06
   581      3.7534E-06    1.1883E-06  1.1095E-04   1.8002E-08 -1.1198E-10  1.3658E-04 -1.4161E-06
   582      3.7911E-06    1.2123E-06  1.1206E-04   1.8366E-08 -1.1539E-10  1.3795E-04 -1.4447E-06
   583      3.8292E-06    1.2367E-06  1.1319E-04   1.8737E-08 -1.1890E-10  1.3934E-04 -1.4738E-06
   584      3.8677E-06    1.2617E-06  1.1432E-04   1.9115E-08 -1.2252E-10  1.4074E-04 -1.5036E-06
   585      3.9066E-06    1.2872E-06  1.1547E-04   1.9501E-08 -1.2625E-10  1.4215E-04 -1.5339E-06
   586      3.9458E-06    1.3132E-06  1.1663E-04   1.9895E-08 -1.3009E-10  1.4358E-04 -1.5649E-06
   587      3.9855E-06    1.3397E-06  1.1780E-04   2.0297E-08 -1.3405E-10  1.4502E-04 -1.5965E-06
   588      4.0256E-06    1.3667E-06  1.1899E-04   2.0707E-08 -1.3813E-10  1.4648E-04 -1.6287E-06
   589      4.0660E-06    1.3943E-06  1.2018E-04   2.1125E-08 -1.4234E-10  1.4795E-04 -1.6616E-06
   590      4.1069E-06    1.4225E-06  1.2139E-04   2.1552E-08 -1.4667E-10  1.4944E-04 -1.6952E-06
   591      4.1482E-06    1.4512E-06  1.2261E-04   2.1988E-08 -1.5114E-10  1.5094E-04 -1.7294E-06
   592      4.1898E-06    1.4805E-06  1.2384E-04   2.2432E-08 -1.5574E-10  1.5246E-04 -1.7643E-06
   593      4.2320E-06    1.5104E-06  1.2509E-04   2.2885E-08 -1.6048E-10  1.5399E-04 -1.7999E-06
   594      4.2745E-06    1.5409E-06  1.2634E-04   2.3347E-08 -1.6536E-10  1.5554E-04 -1.8363E-06
   595      4.3174E-06    1.5720E-06  1.2761E-04   2.3819E-08 -1.7040E-10  1.5710E-04 -1.8733E-06
   596      4.3608E-06    1.6037E-06  1.2889E-04   2.4300E-08 -1.7558E-10  1.5868E-04 -1.9112E-06
   597      4.4047E-06    1.6361E-06  1.3019E-04   2.4790E-08 -1.8093E-10  1.6027E-04 -1.9498E-06
   598      4.4489E-06    1.6691E-06  1.3150E-04   2.5291E-08 -1.8644E-10  1.6188E-04 -1.9891E-06
   599      4.4936E-06    1.7028E-06  1.3282E-04   2.5802E-08 -1.9211E-10  1.6351E-04 -2.0293E-06
   600      4.5388E-06    1.7372E-06  1.3415E-04   2.6323E-08 -1.9796E-10  1.6515E-04 -2.0702E-06
   601      4.5844E-06    1.7723E-06  1.3550E-04   2.6855E-08 -2.0398E-10  1.6681E-04 -2.1120E-06
   602      4.6305E-06    1.8081E-06  1.3686E-04   2.7397E-08 -2.1019E-10  1.6848E-04 -2.1547E-06
   603      4.6770E-06    1.8446E-06  1.3824E-04   2.7951E-08 -2.1659E-10  1.7018E-04 -2.1982E-06
   604      4.7240E-06    1.8818E-06  1.3962E-04   2.8515E-08 -2.2318E-10  1.7188E-04 -2.2425E-06
   605      4.7715E-06    1.9198E-06  1.4103E-04   2.9091E-08 -2.2998E-10  1.7361E-04 -2.2878E-06
   606      4.8195E-06    1.9585E-06  1.4244E-04   2.9679E-08 -2.3698E-10  1.7536E-04 -2.3340E-06
   607      4.8679E-06    1.9981E-06  1.4387E-04   3.0278E-08 -2.4419E-10  1.7712E-04 -2.3811E-06
   608      4.9168E-06    2.0384E-06  1.4532E-04   3.0890E-08 -2.5162E-10  1.7890E-04 -2.4292E-06
   609      4.9662E-06    2.0795E-06  1.4678E-04   3.1514E-08 -2.5928E-10  1.8069E-04 -2.4782E-06
   610      5.0162E-06    2.1215E-06  1.4825E-04   3.2150E-08 -2.6717E-10  1.8251E-04 -2.5282E-06
   611      5.0666E-06    2.1643E-06  1.4974E-04   3.2800E-08 -2.7530E-10  1.8434E-04 -2.5792E-06
   612      5.1175E-06    2.2080E-06  1.5125E-04   3.3462E-08 -2.8368E-10  1.8619E-04 -2.6313E-06
   613      5.1689E-06    2.2526E-06  1.5277E-04   3.4138E-08 -2.9232E-10  1.8806E-04 -2.6844E-06
   614      5.2209E-06    2.2981E-06  1.5430E-04   3.4827E-08 -3.0121E-10  1.8995E-04 -2.7386E-06
   615      5.2733E-06    2.3444E-06  1.5585E-04   3.5531E-08 -3.1038E-10  1.9186E-04 -2.7939E-06
   616      5.3263E-06    2.3918E-06  1.5741E-04   3.6248E-08 -3.1983E-10  1.9379E-04 -2.8502E-06
   617      5.3799E-06    2.4400E-06  1.5900E-04   3.6981E-08 -3.2956E-10  1.9573E-04 -2.9078E-06
   618      5.4339E-06    2.4893E-06  1.6059E-04   3.7727E-08 -3.3959E-10  1.9770E-04 -2.9664E-06
   619      5.4885E-06    2.5395E-06  1.6220E-04   3.8489E-08 -3.4992E-10  1.9968E-04 -3.0263E-06
   620      5.5437E-06    2.5908E-06  1.6383E-04   3.9267E-08 -3.6057E-10  2.0169E-04 -3.0874E-06
   621      5.5994E-06    2.6430E-06  1.6548E-04   4.0060E-08 -3.7154E-10  2.0371E-04 -3.1497E-06
   622      5.6557E-06    2.6964E-06  1.6714E-04   4.0869E-08 -3.8285E-10  2.0576E-04 -3.2133E-06
   623      5.7125E-06    2.7508E-06  1.6882E-04   4.1694E-08 -3.9450E-10  2.0783E-04 -3.2781E-06
   624      5.7699E-06    2.8063E-06  1.7052E-04   4.2536E-08 -4.0651E-10  2.0991E-04 -3.3442E-06
   625      5.8279E-06    2.8629E-06  1.7223E-04   4.3395E-08 -4.1888E-10  2.1202E-04 -3.4117E-06
   626      5.8865E-06    2.9207E-06  1.7396E-04   4.4272E-08 -4.3162E-10  2.1415E-04 -3.4806E-06
   627      5.9457E-06    2.9796E-06  1.7570E-04   4.5166E-08 -4.4475E-10  2.1630E-04 -3.5508E-06
   628      6.0054E-06    3.0398E-06  1.7747E-04   4.6078E-08 -4.5829E-10  2.1847E-04 -3.6224E-06
   629      6.0658E-06    3.1011E-06  1.7925E-04   4.7009E-08 -4.7223E-10  2.2067E-04 -3.6955E-06
   630      6.1267E-06    3.1637E-06  1.8105E-04   4.7958E-08 -4.8660E-10  2.2288E-04 -3.7701E-06
   631      6.1883E-06    3.2275E-06  1.8287E-04   4.8927E-08 -5.0141E-10  2.2512E-04 -3.8462E-06
   632      6.2505E-06    3.2926E-06  1.8470E-04   4.9915E-08 -5.1666E-10  2.2738E-04 -3.9237E-06
   633      6.3133E-06    3.3590E-06  1.8656E-04   5.0923E-08 -5.3238E-10  2.2966E-04 -4.0029E-06
   634      6.3768E-06    3.4268E-06  1.8843E-04   5.1951E-08 -5.4858E-10  2.3197E-04 -4.0837E-06
   635      6.4409E-06    3.4959E-06  1.9032E-04   5.3001E-08 -5.6527E-10  2.3430E-04 -4.1660E-06
   636      6.5056E-06    3.5665E-06  1.9223E-04   5.4071E-08 -5.8247E-10  2.3665E-04 -4.2501E-06
   637      6.5710E-06    3.6384E-06  1.9416E-04   5.5163E-08 -6.0019E-10  2.3903E-04 -4.3358E-06
   638      6.6370E-06    3.7118E-06  1.9611E-04   5.6277E-08 -6.1844E-10  2.4143E-04 -4.4233E-06
   639      6.7037E-06    3.7867E-06  1.9808E-04   5.7413E-08 -6.3726E-10  2.4385E-04 -4.5125E-06
   640      6.7711E-06    3.8631E-06  2.0007E-04   5.8573E-08 -6.5664E-10  2.4630E-04 -4.6035E-06
   641      6.8391E-06    3.9410E-06  2.0208E-04   5.9756E-08 -6.7662E-10  2.4877E-04 -4.6964E-06
   642      6.9079E-06    4.0205E-06  2.0411E-04   6.0962E-08 -6.9720E-10  2.5127E-04 -4.7911E-06
   643      6.9773E-06    4.1016E-06  2.0616E-04   6.2194E-08 -7.1841E-10  2.5379E-04 -4.8877E-06
   644      7.0474E-06    4.1843E-06  2.0823E-04   6.3449E-08 -7.4026E-10  2.5634E-04 -4.9863E-06
   645      7.1183E-06    4.2687E-06  2.1032E-04   6.4731E-08 -7.6278E-10  2.5891E-04 -5.0869E-06
   646      7.1898E-06    4.3548E-06  2.1243E-04   6.6038E-08 -7.8598E-10  2.6151E-04 -5.1894E-06
   647      7.2621E-06    4.4426E-06  2.1456E-04   6.7372E-08 -8.0989E-10  2.6414E-04 -5.2941E-06
   648      7.3350E-06    4.5322E-06  2.1671E-04   6.8732E-08 -8.3452E-10  2.6679E-04 -5.4009E-06
   649      7.4088E-06    4.6236E-06  2.1889E-04   7.0120E-08 -8.5990E-10  2.6947E-04 -5.5098E-06
   650      7.4832E-06    4.7168E-06  2.2109E-04   7.1536E-08 -8.8605E-10  2.7217E-04 -5.6209E-06
   651      7.5584E-06    4.8119E-06  2.2331E-04   7.2980E-08 -9.1300E-10  2.7490E-04 -5.7342E-06
   652      7.6344E-06    4.9089E-06  2.2555E-04   7.4454E-08 -9.4076E-10  2.7766E-04 -5.8498E-06
   653      7.7111E-06    5.0079E-06  2.2781E-04   7.5958E-08 -9.6937E-10  2.8045E-04 -5.9677E-06
   654      7.7886E-06    5.1089E-06  2.3010E-04   7.7491E-08 -9.9885E-10  2.8326E-04 -6.0881E-06
   655      7.8669E-06    5.2119E-06  2.3241E-04   7.9056E-08 -1.0292E-09  2.8610E-04 -6.2108E-06
   656      7.9460E-06    5.3169E-06  2.3474E-04   8.0652E-08 -1.0605E-09  2.8898E-04 -6.3360E-06
   657      8.0258E-06    5.4241E-06  2.3709E-04   8.2281E-08 -1.0928E-09  2.9188E-04 -6.4637E-06
   658      8.1065E-06    5.5335E-06  2.3947E-04   8.3942E-08 -1.1260E-09  2.9480E-04 -6.5940E-06
   659      8.1879E-06    5.6450E-06  2.4188E-04   8.5637E-08 -1.1602E-09  2.9776E-04 -6.7269E-06
   660      8.2702E-06    5.7588E-06  2.4430E-04   8.7366E-08 -1.1955E-09  3.0075E-04 -6.8625E-06
   661      8.3534E-06    5.8749E-06  2.4675E-04   8.9131E-08 -1.2319E-09  3.0377E-04 -7.0008E-06
   662      8.4373E-06    5.9933E-06  2.4923E-04   9.0930E-08 -1.2693E-09  3.0682E-04 -7.1419E-06
   663      8.5221E-06    6.1141E-06  2.5173E-04   9.2766E-08 -1.3079E-09  3.0989E-04 -7.2858E-06
   664      8.6078E-06    6.2373E-06  2.5426E-04   9.4639E-08 -1.3477E-09  3.1300E-04 -7.4327E-06
   665      8.6943E-06    6.3630E-06  2.5681E-04   9.6550E-08 -1.3886E-09  3.1614E-04 -7.5824E-06
   666      8.7816E-06    6.4912E-06  2.5938E-04   9.8499E-08 -1.4308E-09  3.1931E-04 -7.7352E-06
   667      8.8699E-06    6.6220E-06  2.6199E-04   1.0049E-07 -1.4743E-09  3.2252E-04 -7.8911E-06
   668      8.9590E-06    6.7554E-06  2.6461E-04   1.0252E-07 -1.5191E-09  3.2575E-04 -8.0500E-06
   669      9.0491E-06    6.8915E-06  2.6727E-04   1.0459E-07 -1.5653E-09  3.2902E-04 -8.2122E-06
   670      9.1400E-06    7.0304E-06  2.6995E-04   1.0670E-07 -1.6129E-09  3.3232E-04 -8.3777E-06
   671      9.2319E-06    7.1720E-06  2.7266E-04   1.0885E-07 -1.6619E-09  3.3565E-04 -8.5464E-06
   672      9.3247E-06    7.3165E-06  2.7539E-04   1.1105E-07 -1.7124E-09  3.3902E-04 -8.7186E-06
   673      9.4184E-06    7.4638E-06  2.7815E-04   1.1329E-07 -1.7644E-09  3.4242E-04 -8.8942E-06
   674      9.5130E-06    7.6142E-06  2.8094E-04   1.1558E-07 -1.8181E-09  3.4586E-04 -9.0733E-06
   675      9.6086E-06    7.7675E-06  2.8376E-04   1.1791E-07 -1.8733E-09  3.4932E-04 -9.2560E-06
   676      9.7052E-06    7.9240E-06  2.8661E-04   1.2029E-07 -1.9302E-09  3.5283E-04 -9.4424E-06
   677      9.8028E-06    8.0836E-06  2.8948E-04   1.2272E-07 -1.9889E-09  3.5636E-04 -9.6326E-06
   678      9.9013E-06    8.2463E-06  2.9238E-04   1.2520E-07 -2.0493E-09  3.5994E-04 -9.8265E-06
   679      1.0001E-05    8.4124E-06  2.9531E-04   1.2773E-07 -2.1116E-09  3.6355E-04 -1.0024E-05
   680      1.0101E-05    8.5818E-06  2.9827E-04   1.3030E-07 -2.1757E-09  3.6719E-04 -1.0226E-05
   681      1.0203E-05    8.7545E-06  3.0126E-04   1.3293E-07 -2.2418E-09  3.7087E-04 -1.0432E-05
   682      1.0305E-05    8.9308E-06  3.0429E-04   1.3562E-07 -2.3099E-09  3.7459E-04 -1.0642E-05
   683      1.0409E-05    9.1106E-06  3.0734E-04   1.3836E-07 -2.3801E-09  3.7835E-04 -1.0856E-05
   684      1.0514E-05    9.2940E-06  3.1042E-04   1.4115E-07 -2.4523E-09  3.8214E-04 -1.1075E-05
   685      1.0619E-05    9.4810E-06  3.1353E-04   1.4400E-07 -2.5268E-09  3.8597E-04 -1.1298E-05
   686      1.0726E-05    9.6718E-06  3.1667E-04   1.4690E-07 -2.6036E-09  3.8984E-04 -1.1525E-05
   687      1.0834E-05    9.8665E-06  3.1984E-04   1.4987E-07 -2.6826E-09  3.9375E-04 -1.1757E-05
   688      1.0943E-05    1.0065E-05  3.2305E-04   1.5289E-07 -2.7641E-09  3.9769E-04 -1.1994E-05
   689      1.1053E-05    1.0268E-05  3.2629E-04   1.5598E-07 -2.8480E-09  4.0168E-04 -1.2235E-05
   690      1.1164E-05    1.0474E-05  3.2956E-04   1.5913E-07 -2.9345E-09  4.0570E-04 -1.2481E-05
   691      1.1276E-05    1.0685E-05  3.3286E-04   1.6234E-07 -3.0236E-09  4.0977E-04 -1.2732E-05
   692      1.1389E-05    1.0900E-05  3.3619E-04   1.6562E-07 -3.1154E-09  4.1387E-04 -1.2988E-05
   693      1.1504E-05    1.1119E-05  3.3956E-04   1.6896E-07 -3.2100E-09  4.1802E-04 -1.3249E-05
   694      1.1619E-05    1.1343E-05  3.4296E-04   1.7237E-07 -3.3074E-09  4.2221E-04 -1.3516E-05
   695      1.1736E-05    1.1571E-05  3.4640E-04   1.7585E-07 -3.4078E-09  4.2644E-04 -1.3788E-05
   696      1.1854E-05    1.1803E-05  3.4987E-04   1.7940E-07 -3.5112E-09  4.3071E-04 -1.4065E-05
   697      1.1973E-05    1.2041E-05  3.5337E-04   1.8302E-07 -3.6178E-09  4.3502E-04 -1.4348E-05
   698      1.2093E-05    1.2283E-05  3.5691E-04   1.8671E-07 -3.7276E-09  4.3938E-04 -1.4636E-05
   699      1.2215E-05    1.2530E-05  3.6049E-04   1.9048E-07 -3.8407E-09  4.4378E-04 -1.4930E-05
   700      1.2338E-05    1.2782E-05  3.6410E-04   1.9432E-07 -3.9572E-09  4.4823E-04 -1.5230E-05
   701      1.2462E-05    1.3039E-05  3.6774E-04   1.9824E-07 -4.0773E-09  4.5271E-04 -1.5536E-05
   702      1.2587E-05    1.3301E-05  3.7143E-04   2.0224E-07 -4.2010E-09  4.5725E-04 -1.5849E-05
   703      1.2713E-05    1.3568E-05  3.7515E-04   2.0633E-07 -4.3284E-09  4.6182E-04 -1.6167E-05
   704      1.2841E-05    1.3841E-05  3.7890E-04   2.1049E-07 -4.4597E-09  4.6645E-04 -1.6492E-05
   705      1.2970E-05    1.4119E-05  3.8269E-04   2.1474E-07 -4.5950E-09  4.7112E-04 -1.6823E-05
   706      1.3101E-05    1.4402E-05  3.8653E-04   2.1907E-07 -4.7343E-09  4.7583E-04 -1.7161E-05
   707      1.3232E-05    1.4692E-05  3.9039E-04   2.2349E-07 -4.8779E-09  4.8060E-04 -1.7506E-05
   708      1.3365E-05    1.4987E-05  3.9430E-04   2.2800E-07 -5.0258E-09  4.8541E-04 -1.7857E-05
   709      1.3500E-05    1.5288E-05  3.9825E-04   2.3260E-07 -5.1782E-09  4.9026E-04 -1.8216E-05
   710      1.3635E-05    1.5595E-05  4.0223E-04   2.3729E-07 -5.3352E-09  4.9517E-04 -1.8582E-05
   711      1.3772E-05    1.5908E-05  4.0626E-04   2.4208E-07 -5.4969E-09  5.0012E-04 -1.8955E-05
   712      1.3911E-05    1.6227E-05  4.1032E-04   2.4696E-07 -5.6636E-09  5.0513E-04 -1.9335E-05
   713      1.4051E-05    1.6553E-05  4.1443E-04   2.5194E-07 -5.8352E-09  5.1018E-04 -1.9723E-05
   714      1.4192E-05    1.6885E-05  4.1857E-04   2.5703E-07 -6.0121E-09  5.1529E-04 -2.0119E-05
   715      1.4334E-05    1.7224E-05  4.2276E-04   2.6221E-07 -6.1942E-09  5.2044E-04 -2.0523E-05
   716      1.4478E-05    1.7570E-05  4.2699E-04   2.6750E-07 -6.3819E-09  5.2564E-04 -2.0934E-05
   717      1.4624E-05    1.7922E-05  4.3126E-04   2.7290E-07 -6.5753E-09  5.3090E-04 -2.1354E-05
   718      1.4771E-05    1.8281E-05  4.3557E-04   2.7840E-07 -6.7745E-09  5.3621E-04 -2.1783E-05
   719      1.4919E-05    1.8648E-05  4.3992E-04   2.8402E-07 -6.9797E-09  5.4157E-04 -2.2219E-05
   720      1.5069E-05    1.9022E-05  4.4432E-04   2.8974E-07 -7.1911E-09  5.4698E-04 -2.2665E-05
   721      1.5221E-05    1.9404E-05  4.4876E-04   2.9559E-07 -7.4089E-09  5.5245E-04 -2.3119E-05
   722      1.5374E-05    1.9793E-05  4.5325E-04   3.0155E-07 -7.6332E-09  5.5797E-04 -2.3583E-05
   723      1.5528E-05    2.0189E-05  4.5778E-04   3.0763E-07 -7.8643E-09  5.6355E-04 -2.4055E-05
   724      1.5684E-05    2.0594E-05  4.6235E-04   3.1383E-07 -8.1024E-09  5.6918E-04 -2.4537E-05
   725      1.5842E-05    2.1007E-05  4.6697E-04   3.2016E-07 -8.3477E-09  5.7487E-04 -2.5029E-05
   726      1.6001E-05    2.1427E-05  4.7164E-04   3.2662E-07 -8.6003E-09  5.8061E-04 -2.5530E-05
   727      1.6162E-05    2.1857E-05  4.7635E-04   3.3321E-07 -8.8606E-09  5.8641E-04 -2.6041E-05
   728      1.6324E-05    2.2294E-05  4.8111E-04   3.3992E-07 -9.1287E-09  5.9227E-04 -2.6563E-05
   729      1.6489E-05    2.2741E-05  4.8591E-04   3.4678E-07 -9.4049E-09  5.9818E-04 -2.7095E-05
   730      1.6654E-05    2.3196E-05  4.9076E-04   3.5377E-07 -9.6894E-09  6.0416E-04 -2.7637E-05
   731      1.6822E-05    2.3660E-05  4.9566E-04   3.6090E-07 -9.9825E-09  6.1019E-04 -2.8190E-05
   732      1.6991E-05    2.4134E-05  5.0061E-04   3.6818E-07 -1.0284E-08  6.1628E-04 -2.8754E-05
   733      1.7161E-05    2.4617E-05  5.0561E-04   3.7560E-07 -1.0595E-08  6.2243E-04 -2.9329E-05
   734      1.7334E-05    2.5109E-05  5.1066E-04   3.8317E-07 -1.0916E-08  6.2865E-04 -2.9916E-05
   735      1.7508E-05    2.5612E-05  5.1575E-04   3.9090E-07 -1.1246E-08  6.3492E-04 -3.0514E-05
   736      1.7684E-05    2.6124E-05  5.2090E-04   3.9878E-07 -1.1586E-08  6.4125E-04 -3.1124E-05
   737      1.7862E-05    2.6646E-05  5.2609E-04   4.0681E-07 -1.1936E-08  6.4765E-04 -3.1746E-05
   738      1.8041E-05    2.7179E-05  5.3134E-04   4.1501E-07 -1.2296E-08  6.5411E-04 -3.2381E-05
   739      1.8223E-05    2.7722E-05  5.3664E-04   4.2338E-07 -1.2668E-08  6.6063E-04 -3.3028E-05
   740      1.8406E-05    2.8276E-05  5.4199E-04   4.3191E-07 -1.3051E-08  6.6722E-04 -3.3688E-05
   741      1.8591E-05    2.8841E-05  5.4740E-04   4.4062E-07 -1.3445E-08  6.7387E-04 -3.4360E-05
   742      1.8778E-05    2.9417E-05  5.5285E-04   4.4949E-07 -1.3851E-08  6.8059E-04 -3.5046E-05
   743      1.8966E-05    3.0004E-05  5.5836E-04   4.5855E-07 -1.4269E-08  6.8738E-04 -3.5746E-05
   744      1.9157E-05    3.0603E-05  5.6393E-04   4.6779E-07 -1.4700E-08  6.9423E-04 -3.6459E-05
   745      1.9349E-05    3.1214E-05  5.6955E-04   4.7722E-07 -1.5143E-08  7.0114E-04 -3.7187E-05
   746      1.9544E-05    3.1837E-05  5.7522E-04   4.8683E-07 -1.5600E-08  7.0813E-04 -3.7929E-05
   747      1.9740E-05    3.2472E-05  5.8095E-04   4.9664E-07 -1.6071E-08  7.1518E-04 -3.8685E-05
   748      1.9939E-05    3.3120E-05  5.8674E-04   5.0665E-07 -1.6556E-08  7.2230E-04 -3.9456E-05
   749      2.0139E-05    3.3780E-05  5.9258E-04   5.1685E-07 -1.7055E-08  7.2949E-04 -4.0243E-05
   750      2.0342E-05    3.4453E-05  5.9848E-04   5.2726E-07 -1.7569E-08  7.3676E-04 -4.1045E-05
   751      2.0546E-05    3.5140E-05  6.0443E-04   5.3788E-07 -1.8099E-08  7.4409E-04 -4.1862E-05
   752      2.0752E-05    3.5840E-05  6.1045E-04   5.4872E-07 -1.8644E-08  7.5149E-04 -4.2696E-05
   753      2.0961E-05    3.6554E-05  6.1652E-04   5.5977E-07 -1.9206E-08  7.5897E-04 -4.3546E-05
   754      2.1172E-05    3.7282E-05  6.2265E-04   5.7104E-07 -1.9785E-08  7.6652E-04 -4.4413E-05
   755      2.1384E-05    3.8024E-05  6.2885E-04   5.8254E-07 -2.0381E-08  7.7414E-04 -4.5297E-05
   756      2.1599E-05    3.8781E-05  6.3510E-04   5.9427E-07 -2.0994E-08  7.8184E-04 -4.6198E-05
   757      2.1816E-05    3.9552E-05  6.4141E-04   6.0624E-07 -2.1627E-08  7.8961E-04 -4.7117E-05
   758      2.2036E-05    4.0339E-05  6.4779E-04   6.1844E-07 -2.2278E-08  7.9746E-04 -4.8053E-05
   759      2.2257E-05    4.1141E-05  6.5422E-04   6.3090E-07 -2.2948E-08  8.0538E-04 -4.9008E-05
   760      2.2481E-05    4.1959E-05  6.6072E-04   6.4360E-07 -2.3638E-08  8.1338E-04 -4.9982E-05
   761      2.2707E-05    4.2792E-05  6.6729E-04   6.5655E-07 -2.4349E-08  8.2146E-04 -5.0975E-05
   762      2.2935E-05    4.3642E-05  6.7391E-04   6.6977E-07 -2.5082E-08  8.2962E-04 -5.1987E-05
   763      2.3165E-05    4.4509E-05  6.8060E-04   6.8325E-07 -2.5836E-08  8.3786E-04 -5.3018E-05
   764      2.3398E-05    4.5392E-05  6.8736E-04   6.9700E-07 -2.6612E-08  8.4617E-04 -5.4070E-05
   765      2.3633E-05    4.6293E-05  6.9418E-04   7.1103E-07 -2.7412E-08  8.5457E-04 -5.5143E-05
   766      2.3871E-05    4.7211E-05  7.0106E-04   7.2533E-07 -2.8235E-08  8.6305E-04 -5.6236E-05
   767      2.4111E-05    4.8147E-05  7.0802E-04   7.3993E-07 -2.9083E-08  8.7160E-04 -5.7350E-05
   768      2.4353E-05    4.9102E-05  7.1504E-04   7.5482E-07 -2.9957E-08  8.8025E-04 -5.8486E-05
   769      2.4598E-05    5.0074E-05  7.2212E-04   7.7000E-07 -3.0856E-08  8.8897E-04 -5.9645E-05
   770      2.4845E-05    5.1066E-05  7.2928E-04   7.8549E-07 -3.1782E-08  8.9778E-04 -6.0825E-05
   771      2.5095E-05    5.2077E-05  7.3650E-04   8.0129E-07 -3.2735E-08  9.0668E-04 -6.2029E-05
   772      2.5347E-05    5.3108E-05  7.4380E-04   8.1741E-07 -3.3717E-08  9.1566E-04 -6.3256E-05
   773      2.5602E-05    5.4158E-05  7.5116E-04   8.3385E-07 -3.4728E-08  9.2472E-04 -6.4506E-05
   774      2.5859E-05    5.5229E-05  7.5860E-04   8.5062E-07 -3.5768E-08  9.3387E-04 -6.5781E-05
   775      2.6119E-05    5.6321E-05  7.6611E-04   8.6772E-07 -3.6840E-08  9.4312E-04 -6.7080E-05
   776      2.6382E-05    5.7433E-05  7.7368E-04   8.8517E-07 -3.7943E-08  9.5245E-04 -6.8405E-05
   777      2.6647E-05    5.8568E-05  7.8134E-04   9.0296E-07 -3.9080E-08  9.6186E-04 -6.9755E-05
   778      2.6914E-05    5.9724E-05  7.8906E-04   9.2111E-07 -4.0249E-08  9.7137E-04 -7.1131E-05
   779      2.7185E-05    6.0902E-05  7.9686E-04   9.3963E-07 -4.1454E-08  9.8097E-04 -7.2533E-05
   780      2.7458E-05    6.2103E-05  8.0473E-04   9.5851E-07 -4.2693E-08  9.9067E-04 -7.3963E-05
   781      2.7734E-05    6.3327E-05  8.1268E-04   9.7778E-07 -4.3970E-08  1.0005E-03 -7.5420E-05
   782      2.8013E-05    6.4575E-05  8.2070E-04   9.9743E-07 -4.5284E-08  1.0103E-03 -7.6905E-05
   783      2.8294E-05    6.5846E-05  8.2880E-04   1.0175E-06 -4.6637E-08  1.0203E-03 -7.8418E-05
   784      2.8579E-05    6.7142E-05  8.3698E-04   1.0379E-06 -4.8030E-08  1.0304E-03 -7.9960E-05
   785      2.8866E-05    6.8463E-05  8.4524E-04   1.0588E-06 -4.9464E-08  1.0405E-03 -8.1532E-05
   786      2.9156E-05    6.9809E-05  8.5357E-04   1.0800E-06 -5.0940E-08  1.0508E-03 -8.3134E-05
   787      2.9449E-05    7.1181E-05  8.6198E-04   1.1017E-06 -5.2460E-08  1.0611E-03 -8.4766E-05
   788      2.9745E-05    7.2578E-05  8.7048E-04   1.1238E-06 -5.4024E-08  1.0716E-03 -8.6430E-05
   789      3.0044E-05    7.4003E-05  8.7905E-04   1.1464E-06 -5.5634E-08  1.0822E-03 -8.8125E-05
   790      3.0346E-05    7.5455E-05  8.8770E-04   1.1694E-06 -5.7292E-08  1.0928E-03 -8.9852E-05
   791      3.0651E-05    7.6934E-05  8.9644E-04   1.1929E-06 -5.8998E-08  1.1036E-03 -9.1612E-05
   792      3.0959E-05    7.8442E-05  9.0526E-04   1.2168E-06 -6.0754E-08  1.1144E-03 -9.3406E-05
   793      3.1270E-05    7.9978E-05  9.1416E-04   1.2413E-06 -6.2562E-08  1.1254E-03 -9.5233E-05
   794      3.1584E-05    8.1543E-05  9.2314E-04   1.2662E-06 -6.4423E-08  1.1364E-03 -9.7095E-05
