#                                P           Q            P           Q            P           Q
#                R                    6s                       6p-                      6p 
   563      3.1351E-06      3.0732E-04 -2.6616E-06   8.0302E-07  8.9756E-05   1.1989E-08 -6.2299E-11
   564      3.1666E-06      3.1041E-04 -2.7154E-06   8.1924E-07  9.0658E-05   1.2232E-08 -6.4196E-11
   565      3.1984E-06      3.1353E-04 -2.7702E-06   8.3578E-07  9.1569E-05   1.2479E-08 -6.6150E-11
   566      3.2306E-06      3.1668E-04 -2.8262E-06   8.5266E-07  9.2489E-05   1.2731E-08 -6.8164E-11
   567      3.2631E-06      3.1986E-04 -2.8832E-06   8.6988E-07  9.3418E-05   1.2988E-08 -7.0240E-11
   568      3.2958E-06      3.2307E-04 -2.9415E-06   8.8745E-07  9.4357E-05   1.3250E-08 -7.2378E-11
   569      3.3290E-06      3.2632E-04 -3.0009E-06   9.0537E-07  9.5305E-05   1.3518E-08 -7.4582E-11
   570      3.3624E-06      3.2960E-04 -3.0615E-06   9.2365E-07  9.6263E-05   1.3791E-08 -7.6852E-11
   571      3.3962E-06      3.3291E-04 -3.1233E-06   9.4230E-07  9.7230E-05   1.4069E-08 -7.9192E-11
   572      3.4304E-06      3.3626E-04 -3.1864E-06   9.6133E-07  9.8207E-05   1.4354E-08 -8.1603E-11
   573      3.4648E-06      3.3963E-04 -3.2507E-06   9.8074E-07  9.9194E-05   1.4644E-08 -8.4088E-11
   574      3.4997E-06      3.4305E-04 -3.3163E-06   1.0005E-06  1.0019E-04   1.4939E-08 -8.6648E-11
   575      3.5348E-06      3.4649E-04 -3.3833E-06   1.0208E-06  1.0120E-04   1.5241E-08 -8.9286E-11
   576      3.5703E-06      3.4997E-04 -3.4516E-06   1.0414E-06  1.0221E-04   1.5549E-08 -9.2004E-11
   577      3.6062E-06      3.5349E-04 -3.5213E-06   1.0624E-06  1.0324E-04   1.5863E-08 -9.4805E-11
   578      3.6425E-06      3.5704E-04 -3.5924E-06   1.0838E-06  1.0428E-04   1.6184E-08 -9.7692E-11
   579      3.6791E-06      3.6063E-04 -3.6650E-06   1.1057E-06  1.0533E-04   1.6510E-08 -1.0067E-10
   580      3.7161E-06      3.6425E-04 -3.7390E-06   1.1281E-06  1.0638E-04   1.6844E-08 -1.0373E-10
   581      3.7534E-06      3.6791E-04 -3.8145E-06   1.1508E-06  1.0745E-04   1.7184E-08 -1.0689E-10
   582      3.7911E-06      3.7161E-04 -3.8915E-06   1.1741E-06  1.0853E-04   1.7531E-08 -1.1014E-10
   583      3.8292E-06      3.7534E-04 -3.9701E-06   1.1978E-06  1.0962E-04   1.7885E-08 -1.1350E-10
   584      3.8677E-06      3.7911E-04 -4.0502E-06   1.2220E-06  1.1072E-04   1.8247E-08 -1.1695E-10
   585      3.9066E-06      3.8292E-04 -4.1320E-06   1.2466E-06  1.1184E-04   1.8615E-08 -1.2051E-10
   586      3.9458E-06      3.8677E-04 -4.2154E-06   1.2718E-06  1.1296E-04   1.8991E-08 -1.2418E-10
   587      3.9855E-06      3.9065E-04 -4.3005E-06   1.2975E-06  1.1409E-04   1.9375E-08 -1.2796E-10
   588      4.0256E-06      3.9458E-04 -4.3874E-06   1.3237E-06  1.1524E-04   1.9766E-08 -1.3186E-10
   589      4.0660E-06      3.9854E-04 -4.4759E-06   1.3504E-06  1.1640E-04   2.0165E-08 -1.3587E-10
   590      4.1069E-06      4.0255E-04 -4.5663E-06   1.3777E-06  1.1757E-04   2.0573E-08 -1.4001E-10
   591      4.1482E-06      4.0659E-04 -4.6585E-06   1.4055E-06  1.1875E-04   2.0988E-08 -1.4427E-10
   592      4.1898E-06      4.1068E-04 -4.7526E-06   1.4339E-06  1.1994E-04   2.1412E-08 -1.4866E-10
   593      4.2320E-06      4.1480E-04 -4.8485E-06   1.4628E-06  1.2115E-04   2.1845E-08 -1.5319E-10
   594      4.2745E-06      4.1897E-04 -4.9464E-06   1.4923E-06  1.2236E-04   2.2286E-08 -1.5785E-10
   595      4.3174E-06      4.2318E-04 -5.0463E-06   1.5225E-06  1.2359E-04   2.2736E-08 -1.6265E-10
   596      4.3608E-06      4.2743E-04 -5.1481E-06   1.5532E-06  1.2483E-04   2.3195E-08 -1.6760E-10
   597      4.4047E-06      4.3172E-04 -5.2521E-06   1.5846E-06  1.2609E-04   2.3664E-08 -1.7271E-10
   598      4.4489E-06      4.3606E-04 -5.3581E-06   1.6166E-06  1.2736E-04   2.4142E-08 -1.7796E-10
   599      4.4936E-06      4.4044E-04 -5.4663E-06   1.6492E-06  1.2863E-04   2.4630E-08 -1.8338E-10
   600      4.5388E-06      4.4486E-04 -5.5766E-06   1.6825E-06  1.2993E-04   2.5127E-08 -1.8896E-10
   601      4.5844E-06      4.4933E-04 -5.6892E-06   1.7165E-06  1.3123E-04   2.5635E-08 -1.9471E-10
   602      4.6305E-06      4.5385E-04 -5.8040E-06   1.7511E-06  1.3255E-04   2.6152E-08 -2.0064E-10
   603      4.6770E-06      4.5840E-04 -5.9212E-06   1.7865E-06  1.3388E-04   2.6681E-08 -2.0675E-10
   604      4.7240E-06      4.6301E-04 -6.0407E-06   1.8225E-06  1.3523E-04   2.7219E-08 -2.1304E-10
   605      4.7715E-06      4.6766E-04 -6.1627E-06   1.8593E-06  1.3658E-04   2.7769E-08 -2.1953E-10
   606      4.8195E-06      4.7236E-04 -6.2871E-06   1.8968E-06  1.3796E-04   2.8330E-08 -2.2621E-10
   607      4.8679E-06      4.7710E-04 -6.4140E-06   1.9351E-06  1.3934E-04   2.8902E-08 -2.3309E-10
   608      4.9168E-06      4.8189E-04 -6.5434E-06   1.9742E-06  1.4074E-04   2.9486E-08 -2.4019E-10
   609      4.9662E-06      4.8673E-04 -6.6755E-06   2.0140E-06  1.4216E-04   3.0082E-08 -2.4750E-10
   610      5.0162E-06      4.9162E-04 -6.8103E-06   2.0547E-06  1.4358E-04   3.0689E-08 -2.5503E-10
   611      5.0666E-06      4.9656E-04 -6.9477E-06   2.0962E-06  1.4503E-04   3.1309E-08 -2.6279E-10
   612      5.1175E-06      5.0155E-04 -7.0880E-06   2.1385E-06  1.4648E-04   3.1941E-08 -2.7079E-10
   613      5.1689E-06      5.0659E-04 -7.2310E-06   2.1816E-06  1.4795E-04   3.2587E-08 -2.7903E-10
   614      5.2209E-06      5.1167E-04 -7.3770E-06   2.2257E-06  1.4944E-04   3.3245E-08 -2.8752E-10
   615      5.2733E-06      5.1681E-04 -7.5258E-06   2.2706E-06  1.5094E-04   3.3916E-08 -2.9628E-10
   616      5.3263E-06      5.2200E-04 -7.6777E-06   2.3164E-06  1.5246E-04   3.4601E-08 -3.0529E-10
   617      5.3799E-06      5.2725E-04 -7.8327E-06   2.3632E-06  1.5399E-04   3.5300E-08 -3.1458E-10
   618      5.4339E-06      5.3254E-04 -7.9908E-06   2.4109E-06  1.5553E-04   3.6013E-08 -3.2416E-10
   619      5.4885E-06      5.3789E-04 -8.1520E-06   2.4595E-06  1.5710E-04   3.6740E-08 -3.3402E-10
   620      5.5437E-06      5.4329E-04 -8.3165E-06   2.5092E-06  1.5867E-04   3.7482E-08 -3.4419E-10
   621      5.5994E-06      5.4875E-04 -8.4844E-06   2.5598E-06  1.6027E-04   3.8239E-08 -3.5466E-10
   622      5.6557E-06      5.5426E-04 -8.6556E-06   2.6115E-06  1.6188E-04   3.9012E-08 -3.6545E-10
   623      5.7125E-06      5.5983E-04 -8.8302E-06   2.6642E-06  1.6350E-04   3.9800E-08 -3.7657E-10
   624      5.7699E-06      5.6545E-04 -9.0084E-06   2.7179E-06  1.6514E-04   4.0603E-08 -3.8803E-10
   625      5.8279E-06      5.7113E-04 -9.1902E-06   2.7728E-06  1.6680E-04   4.1424E-08 -3.9984E-10
   626      5.8865E-06      5.7686E-04 -9.3756E-06   2.8287E-06  1.6848E-04   4.2260E-08 -4.1201E-10
   627      5.9457E-06      5.8265E-04 -9.5648E-06   2.8858E-06  1.7017E-04   4.3114E-08 -4.2454E-10
   628      6.0054E-06      5.8850E-04 -9.7578E-06   2.9440E-06  1.7188E-04   4.3984E-08 -4.3746E-10
   629      6.0658E-06      5.9441E-04 -9.9547E-06   3.0034E-06  1.7360E-04   4.4873E-08 -4.5077E-10
   630      6.1267E-06      6.0038E-04 -1.0156E-05   3.0640E-06  1.7535E-04   4.5779E-08 -4.6449E-10
   631      6.1883E-06      6.0641E-04 -1.0360E-05   3.1258E-06  1.7711E-04   4.6703E-08 -4.7862E-10
   632      6.2505E-06      6.1250E-04 -1.0569E-05   3.1889E-06  1.7889E-04   4.7647E-08 -4.9318E-10
   633      6.3133E-06      6.1865E-04 -1.0783E-05   3.2532E-06  1.8068E-04   4.8609E-08 -5.0819E-10
   634      6.3768E-06      6.2486E-04 -1.1000E-05   3.3189E-06  1.8250E-04   4.9591E-08 -5.2365E-10
   635      6.4409E-06      6.3114E-04 -1.1222E-05   3.3858E-06  1.8433E-04   5.0592E-08 -5.3958E-10
   636      6.5056E-06      6.3747E-04 -1.1449E-05   3.4541E-06  1.8618E-04   5.1614E-08 -5.5600E-10
   637      6.5710E-06      6.4387E-04 -1.1679E-05   3.5238E-06  1.8805E-04   5.2656E-08 -5.7291E-10
   638      6.6370E-06      6.5034E-04 -1.1915E-05   3.5949E-06  1.8994E-04   5.3720E-08 -5.9034E-10
   639      6.7037E-06      6.5687E-04 -1.2155E-05   3.6674E-06  1.9184E-04   5.4804E-08 -6.0830E-10
   640      6.7711E-06      6.6346E-04 -1.2401E-05   3.7414E-06  1.9377E-04   5.5911E-08 -6.2681E-10
   641      6.8391E-06      6.7012E-04 -1.2651E-05   3.8169E-06  1.9572E-04   5.7040E-08 -6.4587E-10
   642      6.9079E-06      6.7685E-04 -1.2906E-05   3.8938E-06  1.9768E-04   5.8192E-08 -6.6552E-10
   643      6.9773E-06      6.8364E-04 -1.3166E-05   3.9724E-06  1.9966E-04   5.9367E-08 -6.8576E-10
   644      7.0474E-06      6.9051E-04 -1.3432E-05   4.0525E-06  2.0167E-04   6.0566E-08 -7.0662E-10
   645      7.1183E-06      6.9744E-04 -1.3703E-05   4.1342E-06  2.0369E-04   6.1789E-08 -7.2812E-10
   646      7.1898E-06      7.0444E-04 -1.3979E-05   4.2176E-06  2.0574E-04   6.3037E-08 -7.5026E-10
   647      7.2621E-06      7.1151E-04 -1.4261E-05   4.3027E-06  2.0780E-04   6.4310E-08 -7.7308E-10
   648      7.3350E-06      7.1865E-04 -1.4548E-05   4.3894E-06  2.0989E-04   6.5609E-08 -7.9660E-10
   649      7.4088E-06      7.2586E-04 -1.4842E-05   4.4779E-06  2.1200E-04   6.6934E-08 -8.2082E-10
   650      7.4832E-06      7.3315E-04 -1.5141E-05   4.5682E-06  2.1412E-04   6.8285E-08 -8.4579E-10
   651      7.5584E-06      7.4051E-04 -1.5446E-05   4.6604E-06  2.1627E-04   6.9664E-08 -8.7151E-10
   652      7.6344E-06      7.4794E-04 -1.5758E-05   4.7543E-06  2.1844E-04   7.1071E-08 -8.9801E-10
   653      7.7111E-06      7.5545E-04 -1.6075E-05   4.8502E-06  2.2064E-04   7.2506E-08 -9.2532E-10
   654      7.7886E-06      7.6303E-04 -1.6399E-05   4.9480E-06  2.2285E-04   7.3970E-08 -9.5346E-10
   655      7.8669E-06      7.7068E-04 -1.6730E-05   5.0477E-06  2.2509E-04   7.5464E-08 -9.8246E-10
   656      7.9460E-06      7.7842E-04 -1.7067E-05   5.1495E-06  2.2735E-04   7.6987E-08 -1.0123E-09
   657      8.0258E-06      7.8623E-04 -1.7411E-05   5.2533E-06  2.2963E-04   7.8542E-08 -1.0431E-09
   658      8.1065E-06      7.9412E-04 -1.7762E-05   5.3592E-06  2.3193E-04   8.0128E-08 -1.0748E-09
   659      8.1879E-06      8.0209E-04 -1.8120E-05   5.4672E-06  2.3426E-04   8.1746E-08 -1.1075E-09
   660      8.2702E-06      8.1014E-04 -1.8486E-05   5.5774E-06  2.3661E-04   8.3396E-08 -1.1412E-09
   661      8.3534E-06      8.1827E-04 -1.8858E-05   5.6898E-06  2.3898E-04   8.5080E-08 -1.1759E-09
   662      8.4373E-06      8.2648E-04 -1.9238E-05   5.8045E-06  2.4138E-04   8.6798E-08 -1.2116E-09
   663      8.5221E-06      8.3477E-04 -1.9626E-05   5.9215E-06  2.4380E-04   8.8551E-08 -1.2485E-09
   664      8.6078E-06      8.4314E-04 -2.0021E-05   6.0408E-06  2.4625E-04   9.0339E-08 -1.2864E-09
   665      8.6943E-06      8.5160E-04 -2.0425E-05   6.1626E-06  2.4872E-04   9.2163E-08 -1.3255E-09
   666      8.7816E-06      8.6014E-04 -2.0836E-05   6.2867E-06  2.5121E-04   9.4023E-08 -1.3658E-09
   667      8.8699E-06      8.6877E-04 -2.1256E-05   6.4134E-06  2.5373E-04   9.5922E-08 -1.4073E-09
   668      8.9590E-06      8.7749E-04 -2.1685E-05   6.5427E-06  2.5628E-04   9.7858E-08 -1.4501E-09
   669      9.0491E-06      8.8629E-04 -2.2121E-05   6.6745E-06  2.5885E-04   9.9834E-08 -1.4942E-09
   670      9.1400E-06      8.9518E-04 -2.2567E-05   6.8089E-06  2.6145E-04   1.0185E-07 -1.5396E-09
   671      9.2319E-06      9.0416E-04 -2.3022E-05   6.9461E-06  2.6407E-04   1.0391E-07 -1.5864E-09
   672      9.3247E-06      9.1323E-04 -2.3485E-05   7.0860E-06  2.6672E-04   1.0600E-07 -1.6346E-09
   673      9.4184E-06      9.2239E-04 -2.3958E-05   7.2288E-06  2.6939E-04   1.0814E-07 -1.6843E-09
   674      9.5130E-06      9.3164E-04 -2.4441E-05   7.3744E-06  2.7209E-04   1.1033E-07 -1.7354E-09
   675      9.6086E-06      9.4098E-04 -2.4933E-05   7.5229E-06  2.7482E-04   1.1255E-07 -1.7882E-09
   676      9.7052E-06      9.5042E-04 -2.5435E-05   7.6744E-06  2.7758E-04   1.1483E-07 -1.8425E-09
   677      9.8028E-06      9.5995E-04 -2.5947E-05   7.8290E-06  2.8036E-04   1.1714E-07 -1.8985E-09
   678      9.9013E-06      9.6957E-04 -2.6470E-05   7.9866E-06  2.8317E-04   1.1951E-07 -1.9562E-09
   679      1.0001E-05      9.7929E-04 -2.7003E-05   8.1474E-06  2.8601E-04   1.2192E-07 -2.0156E-09
   680      1.0101E-05      9.8911E-04 -2.7547E-05   8.3115E-06  2.8888E-04   1.2438E-07 -2.0768E-09
   681      1.0203E-05      9.9903E-04 -2.8101E-05   8.4788E-06  2.9178E-04   1.2689E-07 -2.1399E-09
   682      1.0305E-05      1.0090E-03 -2.8667E-05   8.6495E-06  2.9470E-04   1.2946E-07 -2.2049E-09
   683      1.0409E-05      1.0192E-03 -2.9244E-05   8.8236E-06  2.9766E-04   1.3207E-07 -2.2719E-09
   684      1.0514E-05      1.0294E-03 -2.9832E-05   9.0012E-06  3.0064E-04   1.3473E-07 -2.3409E-09
   685      1.0619E-05      1.0397E-03 -3.0433E-05   9.1824E-06  3.0365E-04   1.3745E-07 -2.4120E-09
   686      1.0726E-05      1.0501E-03 -3.1045E-05   9.3672E-06  3.0670E-04   1.4023E-07 -2.4853E-09
   687      1.0834E-05      1.0606E-03 -3.1670E-05   9.5557E-06  3.0977E-04   1.4306E-07 -2.5607E-09
   688      1.0943E-05      1.0713E-03 -3.2307E-05   9.7480E-06  3.1288E-04   1.4595E-07 -2.6385E-09
   689      1.1053E-05      1.0820E-03 -3.2957E-05   9.9442E-06  3.1601E-04   1.4889E-07 -2.7186E-09
   690      1.1164E-05      1.0928E-03 -3.3620E-05   1.0144E-05  3.1918E-04   1.5190E-07 -2.8012E-09
   691      1.1276E-05      1.1038E-03 -3.4296E-05   1.0348E-05  3.2238E-04   1.5496E-07 -2.8862E-09
   692      1.1389E-05      1.1149E-03 -3.4986E-05   1.0557E-05  3.2561E-04   1.5809E-07 -2.9738E-09
   693      1.1504E-05      1.1260E-03 -3.5690E-05   1.0769E-05  3.2887E-04   1.6128E-07 -3.0641E-09
   694      1.1619E-05      1.1373E-03 -3.6408E-05   1.0985E-05  3.3216E-04   1.6454E-07 -3.1571E-09
   695      1.1736E-05      1.1487E-03 -3.7140E-05   1.1206E-05  3.3549E-04   1.6786E-07 -3.2529E-09
   696      1.1854E-05      1.1602E-03 -3.7887E-05   1.1432E-05  3.3885E-04   1.7125E-07 -3.3517E-09
   697      1.1973E-05      1.1718E-03 -3.8648E-05   1.1662E-05  3.4225E-04   1.7470E-07 -3.4534E-09
   698      1.2093E-05      1.1836E-03 -3.9425E-05   1.1896E-05  3.4567E-04   1.7823E-07 -3.5582E-09
   699      1.2215E-05      1.1954E-03 -4.0218E-05   1.2135E-05  3.4913E-04   1.8182E-07 -3.6662E-09
   700      1.2338E-05      1.2074E-03 -4.1026E-05   1.2379E-05  3.5263E-04   1.8549E-07 -3.7774E-09
   701      1.2462E-05      1.2195E-03 -4.1851E-05   1.2628E-05  3.5616E-04   1.8924E-07 -3.8920E-09
   702      1.2587E-05      1.2317E-03 -4.2692E-05   1.2882E-05  3.5973E-04   1.9305E-07 -4.0101E-09
   703      1.2713E-05      1.2440E-03 -4.3550E-05   1.3141E-05  3.6333E-04   1.9695E-07 -4.1317E-09
   704      1.2841E-05      1.2565E-03 -4.4425E-05   1.3405E-05  3.6697E-04   2.0092E-07 -4.2571E-09
   705      1.2970E-05      1.2691E-03 -4.5317E-05   1.3674E-05  3.7064E-04   2.0498E-07 -4.3862E-09
   706      1.3101E-05      1.2818E-03 -4.6227E-05   1.3949E-05  3.7435E-04   2.0911E-07 -4.5192E-09
   707      1.3232E-05      1.2946E-03 -4.7156E-05   1.4229E-05  3.7810E-04   2.1333E-07 -4.6562E-09
   708      1.3365E-05      1.3075E-03 -4.8103E-05   1.4515E-05  3.8188E-04   2.1764E-07 -4.7974E-09
   709      1.3500E-05      1.3206E-03 -4.9068E-05   1.4806E-05  3.8570E-04   2.2203E-07 -4.9429E-09
   710      1.3635E-05      1.3338E-03 -5.0054E-05   1.5104E-05  3.8956E-04   2.2651E-07 -5.0928E-09
   711      1.3772E-05      1.3472E-03 -5.1058E-05   1.5407E-05  3.9346E-04   2.3108E-07 -5.2471E-09
   712      1.3911E-05      1.3607E-03 -5.2083E-05   1.5716E-05  3.9740E-04   2.3574E-07 -5.4062E-09
   713      1.4051E-05      1.3743E-03 -5.3129E-05   1.6032E-05  4.0137E-04   2.4049E-07 -5.5701E-09
   714      1.4192E-05      1.3880E-03 -5.4195E-05   1.6353E-05  4.0539E-04   2.4535E-07 -5.7389E-09
   715      1.4334E-05      1.4019E-03 -5.5282E-05   1.6681E-05  4.0944E-04   2.5030E-07 -5.9128E-09
   716      1.4478E-05      1.4159E-03 -5.6391E-05   1.7016E-05  4.1354E-04   2.5534E-07 -6.0919E-09
   717      1.4624E-05      1.4301E-03 -5.7522E-05   1.7358E-05  4.1767E-04   2.6049E-07 -6.2765E-09
   718      1.4771E-05      1.4444E-03 -5.8676E-05   1.7706E-05  4.2185E-04   2.6575E-07 -6.4666E-09
   719      1.4919E-05      1.4588E-03 -5.9852E-05   1.8061E-05  4.2607E-04   2.7111E-07 -6.6625E-09
   720      1.5069E-05      1.4734E-03 -6.1052E-05   1.8423E-05  4.3033E-04   2.7658E-07 -6.8643E-09
   721      1.5221E-05      1.4882E-03 -6.2276E-05   1.8792E-05  4.3463E-04   2.8216E-07 -7.0722E-09
   722      1.5374E-05      1.5030E-03 -6.3525E-05   1.9169E-05  4.3897E-04   2.8785E-07 -7.2863E-09
   723      1.5528E-05      1.5180E-03 -6.4798E-05   1.9553E-05  4.4336E-04   2.9365E-07 -7.5070E-09
   724      1.5684E-05      1.5332E-03 -6.6096E-05   1.9945E-05  4.4779E-04   2.9957E-07 -7.7342E-09
   725      1.5842E-05      1.5485E-03 -6.7420E-05   2.0345E-05  4.5227E-04   3.0561E-07 -7.9683E-09
   726      1.6001E-05      1.5640E-03 -6.8771E-05   2.0753E-05  4.5678E-04   3.1178E-07 -8.2095E-09
   727      1.6162E-05      1.5796E-03 -7.0148E-05   2.1168E-05  4.6135E-04   3.1806E-07 -8.4580E-09
   728      1.6324E-05      1.5954E-03 -7.1553E-05   2.1592E-05  4.6596E-04   3.2448E-07 -8.7139E-09
   729      1.6489E-05      1.6113E-03 -7.2985E-05   2.2025E-05  4.7061E-04   3.3102E-07 -8.9775E-09
   730      1.6654E-05      1.6274E-03 -7.4446E-05   2.2466E-05  4.7531E-04   3.3769E-07 -9.2491E-09
   731      1.6822E-05      1.6437E-03 -7.5936E-05   2.2915E-05  4.8005E-04   3.4450E-07 -9.5289E-09
   732      1.6991E-05      1.6601E-03 -7.7455E-05   2.3374E-05  4.8485E-04   3.5145E-07 -9.8170E-09
   733      1.7161E-05      1.6767E-03 -7.9005E-05   2.3842E-05  4.8969E-04   3.5853E-07 -1.0114E-08
   734      1.7334E-05      1.6934E-03 -8.0585E-05   2.4319E-05  4.9457E-04   3.6576E-07 -1.0420E-08
   735      1.7508E-05      1.7103E-03 -8.2196E-05   2.4805E-05  4.9951E-04   3.7313E-07 -1.0735E-08
   736      1.7684E-05      1.7274E-03 -8.3840E-05   2.5301E-05  5.0449E-04   3.8066E-07 -1.1059E-08
   737      1.7862E-05      1.7446E-03 -8.5516E-05   2.5807E-05  5.0953E-04   3.8833E-07 -1.1393E-08
   738      1.8041E-05      1.7620E-03 -8.7225E-05   2.6323E-05  5.1461E-04   3.9616E-07 -1.1738E-08
   739      1.8223E-05      1.7796E-03 -8.8967E-05   2.6849E-05  5.1974E-04   4.0414E-07 -1.2092E-08
   740      1.8406E-05      1.7973E-03 -9.0745E-05   2.7385E-05  5.2492E-04   4.1228E-07 -1.2457E-08
   741      1.8591E-05      1.8152E-03 -9.2557E-05   2.7933E-05  5.3016E-04   4.2059E-07 -1.2834E-08
   742      1.8778E-05      1.8333E-03 -9.4405E-05   2.8490E-05  5.3544E-04   4.2907E-07 -1.3221E-08
   743      1.8966E-05      1.8516E-03 -9.6290E-05   2.9059E-05  5.4078E-04   4.3772E-07 -1.3620E-08
   744      1.9157E-05      1.8700E-03 -9.8211E-05   2.9639E-05  5.4617E-04   4.4654E-07 -1.4032E-08
   745      1.9349E-05      1.8887E-03 -1.0017E-04   3.0231E-05  5.5161E-04   4.5553E-07 -1.4455E-08
   746      1.9544E-05      1.9075E-03 -1.0217E-04   3.0834E-05  5.5710E-04   4.6471E-07 -1.4891E-08
   747      1.9740E-05      1.9265E-03 -1.0421E-04   3.1449E-05  5.6265E-04   4.7407E-07 -1.5341E-08
   748      1.9939E-05      1.9457E-03 -1.0628E-04   3.2077E-05  5.6826E-04   4.8362E-07 -1.5803E-08
   749      2.0139E-05      1.9651E-03 -1.0840E-04   3.2716E-05  5.7391E-04   4.9337E-07 -1.6280E-08
   750      2.0342E-05      1.9846E-03 -1.1056E-04   3.3368E-05  5.7963E-04   5.0330E-07 -1.6771E-08
   751      2.0546E-05      2.0044E-03 -1.1277E-04   3.4033E-05  5.8540E-04   5.1344E-07 -1.7276E-08
   752      2.0752E-05      2.0243E-03 -1.1501E-04   3.4711E-05  5.9122E-04   5.2378E-07 -1.7797E-08
   753      2.0961E-05      2.0445E-03 -1.1730E-04   3.5403E-05  5.9710E-04   5.3433E-07 -1.8333E-08
   754      2.1172E-05      2.0648E-03 -1.1964E-04   3.6108E-05  6.0304E-04   5.4509E-07 -1.8886E-08
   755      2.1384E-05      2.0853E-03 -1.2202E-04   3.6826E-05  6.0904E-04   5.5607E-07 -1.9455E-08
   756      2.1599E-05      2.1061E-03 -1.2444E-04   3.7559E-05  6.1510E-04   5.6727E-07 -2.0040E-08
   757      2.1816E-05      2.1270E-03 -1.2692E-04   3.8307E-05  6.2121E-04   5.7869E-07 -2.0644E-08
   758      2.2036E-05      2.1481E-03 -1.2944E-04   3.9068E-05  6.2738E-04   5.9034E-07 -2.1265E-08
   759      2.2257E-05      2.1695E-03 -1.3201E-04   3.9845E-05  6.3362E-04   6.0223E-07 -2.1905E-08
   760      2.2481E-05      2.1910E-03 -1.3464E-04   4.0637E-05  6.3991E-04   6.1435E-07 -2.2564E-08
   761      2.2707E-05      2.2128E-03 -1.3731E-04   4.1445E-05  6.4627E-04   6.2672E-07 -2.3243E-08
   762      2.2935E-05      2.2348E-03 -1.4004E-04   4.2268E-05  6.5269E-04   6.3933E-07 -2.3942E-08
   763      2.3165E-05      2.2569E-03 -1.4282E-04   4.3107E-05  6.5917E-04   6.5220E-07 -2.4662E-08
   764      2.3398E-05      2.2793E-03 -1.4565E-04   4.3963E-05  6.6571E-04   6.6533E-07 -2.5403E-08
   765      2.3633E-05      2.3020E-03 -1.4854E-04   4.4835E-05  6.7231E-04   6.7872E-07 -2.6166E-08
   766      2.3871E-05      2.3248E-03 -1.5148E-04   4.5724E-05  6.7898E-04   6.9237E-07 -2.6952E-08
   767      2.4111E-05      2.3479E-03 -1.5449E-04   4.6631E-05  6.8572E-04   7.0631E-07 -2.7762E-08
   768      2.4353E-05      2.3711E-03 -1.5755E-04   4.7555E-05  6.9252E-04   7.2052E-07 -2.8595E-08
   769      2.4598E-05      2.3946E-03 -1.6067E-04   4.8497E-05  6.9938E-04   7.3501E-07 -2.9454E-08
   770      2.4845E-05      2.4184E-03 -1.6385E-04   4.9458E-05  7.0631E-04   7.4980E-07 -3.0337E-08
   771      2.5095E-05      2.4423E-03 -1.6709E-04   5.0437E-05  7.1331E-04   7.6488E-07 -3.1247E-08
   772      2.5347E-05      2.4665E-03 -1.7039E-04   5.1435E-05  7.2037E-04   7.8026E-07 -3.2185E-08
   773      2.5602E-05      2.4909E-03 -1.7376E-04   5.2453E-05  7.2751E-04   7.9596E-07 -3.3149E-08
   774      2.5859E-05      2.5156E-03 -1.7720E-04   5.3490E-05  7.3471E-04   8.1196E-07 -3.4143E-08
   775      2.6119E-05      2.5405E-03 -1.8070E-04   5.4547E-05  7.4198E-04   8.2829E-07 -3.5166E-08
   776      2.6382E-05      2.5656E-03 -1.8426E-04   5.5625E-05  7.4932E-04   8.4494E-07 -3.6219E-08
   777      2.6647E-05      2.5910E-03 -1.8790E-04   5.6723E-05  7.5673E-04   8.6193E-07 -3.7304E-08
   778      2.6914E-05      2.6166E-03 -1.9161E-04   5.7843E-05  7.6421E-04   8.7926E-07 -3.8420E-08
   779      2.7185E-05      2.6425E-03 -1.9538E-04   5.8984E-05  7.7176E-04   8.9693E-07 -3.9570E-08
   780      2.7458E-05      2.6686E-03 -1.9923E-04   6.0147E-05  7.7939E-04   9.1496E-07 -4.0753E-08
   781      2.7734E-05      2.6949E-03 -2.0316E-04   6.1333E-05  7.8708E-04   9.3335E-07 -4.1972E-08
   782      2.8013E-05      2.7215E-03 -2.0716E-04   6.2541E-05  7.9486E-04   9.5210E-07 -4.3226E-08
   783      2.8294E-05      2.7484E-03 -2.1124E-04   6.3772E-05  8.0270E-04   9.7123E-07 -4.4518E-08
   784      2.8579E-05      2.7755E-03 -2.1539E-04   6.5027E-05  8.1062E-04   9.9074E-07 -4.5847E-08
   785      2.8866E-05      2.8029E-03 -2.1962E-04   6.6307E-05  8.1862E-04   1.0106E-06 -4.7216E-08
   786      2.9156E-05      2.8305E-03 -2.2394E-04   6.7610E-05  8.2669E-04   1.0309E-06 -4.8625E-08
   787      2.9449E-05      2.8584E-03 -2.2834E-04   6.8939E-05  8.3484E-04   1.0517E-06 -5.0076E-08
   788      2.9745E-05      2.8866E-03 -2.3282E-04   7.0293E-05  8.4306E-04   1.0728E-06 -5.1569E-08
   789      3.0044E-05      2.9150E-03 -2.3738E-04   7.1672E-05  8.5136E-04   1.0943E-06 -5.3106E-08
   790      3.0346E-05      2.9437E-03 -2.4204E-04   7.3078E-05  8.5974E-04   1.1163E-06 -5.4688E-08
