#                             P           Q            P           Q            P           Q            P           Q
#                R                 3d                       4s                       4p-                      4p 
   103      7.2979E-08   4.3997E-19 -2.1684E-23   2.0269E-06 -2.3310E-10   2.5630E-11  2.1066E-07   1.2110E-12 -8.3559E-17
   104      7.3712E-08   4.5337E-19 -2.2569E-23   2.0473E-06 -2.3781E-10   2.6148E-11  2.1278E-07   1.2354E-12 -8.6103E-17
   105      7.4453E-08   4.6717E-19 -2.3490E-23   2.0679E-06 -2.4261E-10   2.6676E-11  2.1492E-07   1.2604E-12 -8.8726E-17
   106      7.5201E-08   4.8140E-19 -2.4449E-23   2.0887E-06 -2.4751E-10   2.7215E-11  2.1708E-07   1.2859E-12 -9.1428E-17
   107      7.5957E-08   4.9606E-19 -2.5447E-23   2.1096E-06 -2.5251E-10   2.7765E-11  2.1926E-07   1.3118E-12 -9.4212E-17
   108      7.6721E-08   5.1117E-19 -2.6485E-23   2.1308E-06 -2.5762E-10   2.8326E-11  2.2146E-07   1.3383E-12 -9.7081E-17
   109      7.7492E-08   5.2674E-19 -2.7566E-23   2.1523E-06 -2.6282E-10   2.8898E-11  2.2369E-07   1.3654E-12 -1.0004E-16
   110      7.8270E-08   5.4278E-19 -2.8691E-23   2.1739E-06 -2.6813E-10   2.9482E-11  2.2594E-07   1.3929E-12 -1.0308E-16
   111      7.9057E-08   5.5931E-19 -2.9862E-23   2.1957E-06 -2.7355E-10   3.0077E-11  2.2821E-07   1.4211E-12 -1.0622E-16
   112      7.9852E-08   5.7634E-19 -3.1081E-23   2.2178E-06 -2.7907E-10   3.0685E-11  2.3050E-07   1.4498E-12 -1.0946E-16
   113      8.0654E-08   5.9390E-19 -3.2349E-23   2.2401E-06 -2.8471E-10   3.1305E-11  2.3282E-07   1.4791E-12 -1.1279E-16
   114      8.1465E-08   6.1198E-19 -3.3669E-23   2.2626E-06 -2.9046E-10   3.1937E-11  2.3516E-07   1.5090E-12 -1.1623E-16
   115      8.2283E-08   6.3062E-19 -3.5044E-23   2.2854E-06 -2.9633E-10   3.2582E-11  2.3752E-07   1.5394E-12 -1.1977E-16
   116      8.3110E-08   6.4983E-19 -3.6474E-23   2.3083E-06 -3.0231E-10   3.3240E-11  2.3991E-07   1.5705E-12 -1.2341E-16
   117      8.3946E-08   6.6962E-19 -3.7962E-23   2.3315E-06 -3.0842E-10   3.3912E-11  2.4232E-07   1.6023E-12 -1.2717E-16
   118      8.4789E-08   6.9001E-19 -3.9511E-23   2.3550E-06 -3.1465E-10   3.4597E-11  2.4475E-07   1.6346E-12 -1.3105E-16
   119      8.5641E-08   7.1102E-19 -4.1124E-23   2.3786E-06 -3.2101E-10   3.5296E-11  2.4721E-07   1.6677E-12 -1.3504E-16
   120      8.6502E-08   7.3268E-19 -4.2802E-23   2.4025E-06 -3.2749E-10   3.6009E-11  2.4970E-07   1.7014E-12 -1.3915E-16
   121      8.7371E-08   7.5499E-19 -4.4549E-23   2.4267E-06 -3.3411E-10   3.6736E-11  2.5221E-07   1.7357E-12 -1.4339E-16
   122      8.8250E-08   7.7798E-19 -4.6367E-23   2.4511E-06 -3.4086E-10   3.7479E-11  2.5474E-07   1.7708E-12 -1.4775E-16
   123      8.9137E-08   8.0167E-19 -4.8259E-23   2.4757E-06 -3.4774E-10   3.8236E-11  2.5730E-07   1.8066E-12 -1.5225E-16
   124      9.0032E-08   8.2609E-19 -5.0229E-23   2.5006E-06 -3.5477E-10   3.9008E-11  2.5989E-07   1.8431E-12 -1.5689E-16
   125      9.0937E-08   8.5125E-19 -5.2279E-23   2.5257E-06 -3.6194E-10   3.9796E-11  2.6250E-07   1.8803E-12 -1.6167E-16
   126      9.1851E-08   8.7717E-19 -5.4412E-23   2.5511E-06 -3.6925E-10   4.0600E-11  2.6514E-07   1.9183E-12 -1.6659E-16
   127      9.2774E-08   9.0389E-19 -5.6633E-23   2.5767E-06 -3.7671E-10   4.1420E-11  2.6780E-07   1.9570E-12 -1.7167E-16
   128      9.3707E-08   9.3141E-19 -5.8944E-23   2.6026E-06 -3.8432E-10   4.2257E-11  2.7049E-07   1.9966E-12 -1.7689E-16
   129      9.4648E-08   9.5978E-19 -6.1350E-23   2.6288E-06 -3.9208E-10   4.3111E-11  2.7321E-07   2.0369E-12 -1.8228E-16
   130      9.5600E-08   9.8901E-19 -6.3853E-23   2.6552E-06 -4.0000E-10   4.3981E-11  2.7596E-07   2.0780E-12 -1.8783E-16
   131      9.6560E-08   1.0191E-18 -6.6459E-23   2.6819E-06 -4.0808E-10   4.4870E-11  2.7873E-07   2.1200E-12 -1.9355E-16
   132      9.7531E-08   1.0502E-18 -6.9172E-23   2.7088E-06 -4.1633E-10   4.5776E-11  2.8153E-07   2.1628E-12 -1.9945E-16
