#                            P           Q            P           Q            P           Q
#                R                5p-                      5p                       6s 
  1096      1.0170E-03  1.6017E-03  5.1440E-03   3.9914E-04 -4.1266E-05   1.0687E-02 -2.3125E-03
  1097      1.0273E-03  1.6210E-03  5.1891E-03   4.0692E-04 -4.2070E-05   1.0778E-02 -2.3329E-03
  1098      1.0376E-03  1.6406E-03  5.2346E-03   4.1484E-04 -4.2890E-05   1.0870E-02 -2.3534E-03
  1099      1.0480E-03  1.6605E-03  5.2805E-03   4.2292E-04 -4.3726E-05   1.0963E-02 -2.3742E-03
  1100      1.0585E-03  1.6806E-03  5.3267E-03   4.3115E-04 -4.4578E-05   1.1057E-02 -2.3950E-03
  1101      1.0692E-03  1.7010E-03  5.3733E-03   4.3955E-04 -4.5446E-05   1.1151E-02 -2.4161E-03
  1102      1.0799E-03  1.7217E-03  5.4204E-03   4.4810E-04 -4.6332E-05   1.1246E-02 -2.4373E-03
  1103      1.0908E-03  1.7427E-03  5.4678E-03   4.5682E-04 -4.7234E-05   1.1341E-02 -2.4587E-03
  1104      1.1017E-03  1.7639E-03  5.5156E-03   4.6571E-04 -4.8154E-05   1.1438E-02 -2.4803E-03
  1105      1.1128E-03  1.7855E-03  5.5638E-03   4.7477E-04 -4.9091E-05   1.1535E-02 -2.5020E-03
  1106      1.1240E-03  1.8073E-03  5.6123E-03   4.8400E-04 -5.0047E-05   1.1633E-02 -2.5240E-03
  1107      1.1353E-03  1.8295E-03  5.6613E-03   4.9341E-04 -5.1021E-05   1.1732E-02 -2.5461E-03
  1108      1.1467E-03  1.8519E-03  5.7107E-03   5.0301E-04 -5.2013E-05   1.1831E-02 -2.5683E-03
  1109      1.1582E-03  1.8747E-03  5.7605E-03   5.1278E-04 -5.3025E-05   1.1931E-02 -2.5908E-03
  1110      1.1699E-03  1.8977E-03  5.8107E-03   5.2275E-04 -5.4057E-05   1.2032E-02 -2.6134E-03
  1111      1.1816E-03  1.9211E-03  5.8613E-03   5.3291E-04 -5.5108E-05   1.2134E-02 -2.6362E-03
  1112      1.1935E-03  1.9448E-03  5.9124E-03   5.4326E-04 -5.6180E-05   1.2236E-02 -2.6592E-03
  1113      1.2055E-03  1.9689E-03  5.9638E-03   5.5382E-04 -5.7272E-05   1.2340E-02 -2.6824E-03
  1114      1.2176E-03  1.9933E-03  6.0157E-03   5.6457E-04 -5.8385E-05   1.2444E-02 -2.7057E-03
  1115      1.2299E-03  2.0180E-03  6.0679E-03   5.7554E-04 -5.9520E-05   1.2549E-02 -2.7293E-03
  1116      1.2422E-03  2.0430E-03  6.1206E-03   5.8671E-04 -6.0677E-05   1.2654E-02 -2.7530E-03
  1117      1.2547E-03  2.0684E-03  6.1738E-03   5.9810E-04 -6.1856E-05   1.2761E-02 -2.7770E-03
  1118      1.2673E-03  2.0942E-03  6.2273E-03   6.0971E-04 -6.3057E-05   1.2868E-02 -2.8011E-03
  1119      1.2800E-03  2.1203E-03  6.2813E-03   6.2154E-04 -6.4282E-05   1.2976E-02 -2.8254E-03
  1120      1.2929E-03  2.1468E-03  6.3358E-03   6.3360E-04 -6.5530E-05   1.3085E-02 -2.8499E-03
  1121      1.3059E-03  2.1736E-03  6.3906E-03   6.4589E-04 -6.6803E-05   1.3194E-02 -2.8746E-03
  1122      1.3190E-03  2.2009E-03  6.4460E-03   6.5842E-04 -6.8099E-05   1.3305E-02 -2.8994E-03
  1123      1.3323E-03  2.2285E-03  6.5017E-03   6.7118E-04 -6.9421E-05   1.3416E-02 -2.9245E-03
  1124      1.3457E-03  2.2565E-03  6.5579E-03   6.8419E-04 -7.0768E-05   1.3528E-02 -2.9498E-03
  1125      1.3592E-03  2.2849E-03  6.6146E-03   6.9746E-04 -7.2141E-05   1.3641E-02 -2.9753E-03
  1126      1.3729E-03  2.3137E-03  6.6717E-03   7.1097E-04 -7.3540E-05   1.3754E-02 -3.0010E-03
  1127      1.3867E-03  2.3429E-03  6.7293E-03   7.2475E-04 -7.4966E-05   1.3869E-02 -3.0268E-03
  1128      1.4006E-03  2.3725E-03  6.7873E-03   7.3878E-04 -7.6420E-05   1.3984E-02 -3.0529E-03
  1129      1.4147E-03  2.4025E-03  6.8458E-03   7.5309E-04 -7.7901E-05   1.4100E-02 -3.0792E-03
  1130      1.4289E-03  2.4330E-03  6.9047E-03   7.6767E-04 -7.9411E-05   1.4217E-02 -3.1057E-03
  1131      1.4432E-03  2.4639E-03  6.9642E-03   7.8253E-04 -8.0950E-05   1.4335E-02 -3.1324E-03
  1132      1.4577E-03  2.4952E-03  7.0240E-03   7.9768E-04 -8.2518E-05   1.4454E-02 -3.1593E-03
  1133      1.4724E-03  2.5270E-03  7.0844E-03   8.1311E-04 -8.4116E-05   1.4573E-02 -3.1864E-03
  1134      1.4872E-03  2.5593E-03  7.1453E-03   8.2884E-04 -8.5745E-05   1.4694E-02 -3.2137E-03
  1135      1.5021E-03  2.5919E-03  7.2066E-03   8.4487E-04 -8.7405E-05   1.4815E-02 -3.2412E-03
  1136      1.5172E-03  2.6251E-03  7.2684E-03   8.6121E-04 -8.9097E-05   1.4937E-02 -3.2689E-03
  1137      1.5325E-03  2.6587E-03  7.3307E-03   8.7786E-04 -9.0822E-05   1.5060E-02 -3.2969E-03
  1138      1.5479E-03  2.6929E-03  7.3935E-03   8.9483E-04 -9.2579E-05   1.5184E-02 -3.3251E-03
  1139      1.5634E-03  2.7275E-03  7.4568E-03   9.1212E-04 -9.4370E-05   1.5308E-02 -3.3534E-03
  1140      1.5792E-03  2.7626E-03  7.5205E-03   9.2974E-04 -9.6195E-05   1.5434E-02 -3.3820E-03
  1141      1.5950E-03  2.7982E-03  7.5848E-03   9.4770E-04 -9.8055E-05   1.5560E-02 -3.4109E-03
  1142      1.6111E-03  2.8343E-03  7.6496E-03   9.6600E-04 -9.9950E-05   1.5688E-02 -3.4399E-03
  1143      1.6273E-03  2.8710E-03  7.7148E-03   9.8465E-04 -1.0188E-04   1.5816E-02 -3.4691E-03
  1144      1.6436E-03  2.9081E-03  7.7806E-03   1.0037E-03 -1.0385E-04   1.5945E-02 -3.4986E-03
  1145      1.6601E-03  2.9459E-03  7.8469E-03   1.0230E-03 -1.0586E-04   1.6075E-02 -3.5283E-03
  1146      1.6768E-03  2.9841E-03  7.9137E-03   1.0428E-03 -1.0790E-04   1.6206E-02 -3.5582E-03
  1147      1.6937E-03  3.0229E-03  7.9810E-03   1.0629E-03 -1.0998E-04   1.6338E-02 -3.5884E-03
  1148      1.7107E-03  3.0623E-03  8.0489E-03   1.0834E-03 -1.1211E-04   1.6470E-02 -3.6188E-03
  1149      1.7279E-03  3.1022E-03  8.1173E-03   1.1042E-03 -1.1427E-04   1.6604E-02 -3.6494E-03
  1150      1.7452E-03  3.1428E-03  8.1861E-03   1.1255E-03 -1.1648E-04   1.6738E-02 -3.6802E-03
  1151      1.7628E-03  3.1839E-03  8.2556E-03   1.1472E-03 -1.1872E-04   1.6874E-02 -3.7113E-03
  1152      1.7805E-03  3.2256E-03  8.3255E-03   1.1693E-03 -1.2101E-04   1.7010E-02 -3.7426E-03
  1153      1.7984E-03  3.2679E-03  8.3960E-03   1.1918E-03 -1.2335E-04   1.7147E-02 -3.7741E-03
  1154      1.8165E-03  3.3109E-03  8.4670E-03   1.2148E-03 -1.2572E-04   1.7285E-02 -3.8058E-03
  1155      1.8347E-03  3.3545E-03  8.5385E-03   1.2381E-03 -1.2815E-04   1.7424E-02 -3.8378E-03
  1156      1.8532E-03  3.3987E-03  8.6106E-03   1.2620E-03 -1.3061E-04   1.7564E-02 -3.8701E-03
  1157      1.8718E-03  3.4435E-03  8.6833E-03   1.2862E-03 -1.3313E-04   1.7705E-02 -3.9025E-03
  1158      1.8906E-03  3.4890E-03  8.7565E-03   1.3110E-03 -1.3569E-04   1.7846E-02 -3.9352E-03
  1159      1.9096E-03  3.5352E-03  8.8302E-03   1.3362E-03 -1.3831E-04   1.7989E-02 -3.9682E-03
  1160      1.9288E-03  3.5821E-03  8.9045E-03   1.3619E-03 -1.4097E-04   1.8132E-02 -4.0014E-03
  1161      1.9482E-03  3.6297E-03  8.9794E-03   1.3880E-03 -1.4368E-04   1.8277E-02 -4.0348E-03
  1162      1.9678E-03  3.6779E-03  9.0548E-03   1.4147E-03 -1.4644E-04   1.8422E-02 -4.0684E-03
  1163      1.9875E-03  3.7269E-03  9.1307E-03   1.4418E-03 -1.4926E-04   1.8569E-02 -4.1024E-03
  1164      2.0075E-03  3.7766E-03  9.2073E-03   1.4695E-03 -1.5213E-04   1.8716E-02 -4.1365E-03
  1165      2.0277E-03  3.8270E-03  9.2844E-03   1.4977E-03 -1.5505E-04   1.8864E-02 -4.1709E-03
  1166      2.0481E-03  3.8782E-03  9.3621E-03   1.5265E-03 -1.5803E-04   1.9013E-02 -4.2056E-03
  1167      2.0686E-03  3.9301E-03  9.4403E-03   1.5557E-03 -1.6107E-04   1.9163E-02 -4.2405E-03
  1168      2.0894E-03  3.9828E-03  9.5191E-03   1.5856E-03 -1.6416E-04   1.9314E-02 -4.2756E-03
  1169      2.1104E-03  4.0363E-03  9.5985E-03   1.6160E-03 -1.6731E-04   1.9466E-02 -4.3110E-03
  1170      2.1316E-03  4.0905E-03  9.6785E-03   1.6469E-03 -1.7052E-04   1.9619E-02 -4.3466E-03
  1171      2.1531E-03  4.1456E-03  9.7591E-03   1.6785E-03 -1.7379E-04   1.9772E-02 -4.3825E-03
  1172      2.1747E-03  4.2015E-03  9.8403E-03   1.7106E-03 -1.7712E-04   1.9927E-02 -4.4187E-03
  1173      2.1966E-03  4.2582E-03  9.9220E-03   1.7433E-03 -1.8052E-04   2.0082E-02 -4.4551E-03
  1174      2.2186E-03  4.3158E-03  1.0004E-02   1.7767E-03 -1.8398E-04   2.0239E-02 -4.4918E-03
  1175      2.2409E-03  4.3742E-03  1.0087E-02   1.8107E-03 -1.8750E-04   2.0396E-02 -4.5287E-03
  1176      2.2635E-03  4.4336E-03  1.0171E-02   1.8453E-03 -1.9109E-04   2.0555E-02 -4.5658E-03
  1177      2.2862E-03  4.4937E-03  1.0255E-02   1.8806E-03 -1.9475E-04   2.0714E-02 -4.6033E-03
  1178      2.3092E-03  4.5548E-03  1.0340E-02   1.9165E-03 -1.9848E-04   2.0874E-02 -4.6410E-03
  1179      2.3324E-03  4.6168E-03  1.0425E-02   1.9531E-03 -2.0228E-04   2.1035E-02 -4.6789E-03
  1180      2.3558E-03  4.6798E-03  1.0511E-02   1.9904E-03 -2.0615E-04   2.1197E-02 -4.7171E-03
  1181      2.3795E-03  4.7436E-03  1.0597E-02   2.0284E-03 -2.1009E-04   2.1360E-02 -4.7556E-03
  1182      2.4034E-03  4.8085E-03  1.0685E-02   2.0671E-03 -2.1411E-04   2.1524E-02 -4.7943E-03
  1183      2.4276E-03  4.8743E-03  1.0772E-02   2.1066E-03 -2.1820E-04   2.1689E-02 -4.8333E-03
  1184      2.4520E-03  4.9411E-03  1.0861E-02   2.1467E-03 -2.2236E-04   2.1855E-02 -4.8726E-03
  1185      2.4766E-03  5.0089E-03  1.0950E-02   2.1877E-03 -2.2661E-04   2.2021E-02 -4.9121E-03
  1186      2.5015E-03  5.0777E-03  1.1039E-02   2.2293E-03 -2.3094E-04   2.2189E-02 -4.9519E-03
  1187      2.5266E-03  5.1475E-03  1.1130E-02   2.2718E-03 -2.3534E-04   2.2357E-02 -4.9919E-03
  1188      2.5520E-03  5.2184E-03  1.1221E-02   2.3151E-03 -2.3983E-04   2.2526E-02 -5.0322E-03
  1189      2.5777E-03  5.2904E-03  1.1312E-02   2.3591E-03 -2.4440E-04   2.2697E-02 -5.0728E-03
  1190      2.6036E-03  5.3635E-03  1.1404E-02   2.4040E-03 -2.4906E-04   2.2868E-02 -5.1137E-03
  1191      2.6298E-03  5.4376E-03  1.1497E-02   2.4497E-03 -2.5381E-04   2.3040E-02 -5.1548E-03
  1192      2.6562E-03  5.5129E-03  1.1590E-02   2.4963E-03 -2.5864E-04   2.3213E-02 -5.1962E-03
  1193      2.6829E-03  5.5893E-03  1.1685E-02   2.5437E-03 -2.6357E-04   2.3387E-02 -5.2378E-03
  1194      2.7098E-03  5.6669E-03  1.1779E-02   2.5921E-03 -2.6858E-04   2.3561E-02 -5.2798E-03
  1195      2.7371E-03  5.7456E-03  1.1875E-02   2.6413E-03 -2.7369E-04   2.3737E-02 -5.3220E-03
  1196      2.7646E-03  5.8255E-03  1.1970E-02   2.6914E-03 -2.7890E-04   2.3913E-02 -5.3644E-03
  1197      2.7924E-03  5.9067E-03  1.2067E-02   2.7425E-03 -2.8420E-04   2.4091E-02 -5.4072E-03
  1198      2.8204E-03  5.9891E-03  1.2164E-02   2.7945E-03 -2.8960E-04   2.4269E-02 -5.4502E-03
  1199      2.8488E-03  6.0727E-03  1.2262E-02   2.8474E-03 -2.9510E-04   2.4448E-02 -5.4935E-03
  1200      2.8774E-03  6.1576E-03  1.2361E-02   2.9014E-03 -3.0070E-04   2.4628E-02 -5.5370E-03
  1201      2.9063E-03  6.2437E-03  1.2460E-02   2.9563E-03 -3.0641E-04   2.4809E-02 -5.5809E-03
  1202      2.9355E-03  6.3312E-03  1.2560E-02   3.0123E-03 -3.1222E-04   2.4990E-02 -5.6250E-03
  1203      2.9650E-03  6.4200E-03  1.2660E-02   3.0693E-03 -3.1814E-04   2.5173E-02 -5.6693E-03
  1204      2.9948E-03  6.5102E-03  1.2761E-02   3.1273E-03 -3.2417E-04   2.5356E-02 -5.7140E-03
  1205      3.0249E-03  6.6017E-03  1.2863E-02   3.1864E-03 -3.3031E-04   2.5540E-02 -5.7589E-03
  1206      3.0553E-03  6.6946E-03  1.2966E-02   3.2467E-03 -3.3656E-04   2.5725E-02 -5.8041E-03
  1207      3.0861E-03  6.7890E-03  1.3069E-02   3.3080E-03 -3.4294E-04   2.5911E-02 -5.8496E-03
  1208      3.1171E-03  6.8847E-03  1.3173E-02   3.3704E-03 -3.4942E-04   2.6097E-02 -5.8953E-03
  1209      3.1484E-03  6.9819E-03  1.3277E-02   3.4340E-03 -3.5603E-04   2.6285E-02 -5.9414E-03
  1210      3.1800E-03  7.0806E-03  1.3382E-02   3.4988E-03 -3.6276E-04   2.6473E-02 -5.9877E-03
  1211      3.2120E-03  7.1808E-03  1.3488E-02   3.5647E-03 -3.6962E-04   2.6662E-02 -6.0342E-03
  1212      3.2443E-03  7.2826E-03  1.3594E-02   3.6319E-03 -3.7660E-04   2.6851E-02 -6.0811E-03
  1213      3.2769E-03  7.3859E-03  1.3701E-02   3.7003E-03 -3.8370E-04   2.7042E-02 -6.1282E-03
  1214      3.3098E-03  7.4907E-03  1.3809E-02   3.7699E-03 -3.9094E-04   2.7233E-02 -6.1756E-03
  1215      3.3431E-03  7.5972E-03  1.3917E-02   3.8409E-03 -3.9832E-04   2.7425E-02 -6.2232E-03
  1216      3.3767E-03  7.7052E-03  1.4026E-02   3.9131E-03 -4.0582E-04   2.7617E-02 -6.2712E-03
  1217      3.4106E-03  7.8150E-03  1.4136E-02   3.9866E-03 -4.1347E-04   2.7811E-02 -6.3194E-03
  1218      3.4449E-03  7.9263E-03  1.4247E-02   4.0615E-03 -4.2126E-04   2.8005E-02 -6.3679E-03
  1219      3.4795E-03  8.0394E-03  1.4358E-02   4.1377E-03 -4.2918E-04   2.8199E-02 -6.4166E-03
  1220      3.5145E-03  8.1543E-03  1.4469E-02   4.2154E-03 -4.3726E-04   2.8395E-02 -6.4657E-03
  1221      3.5498E-03  8.2708E-03  1.4582E-02   4.2944E-03 -4.4548E-04   2.8591E-02 -6.5150E-03
  1222      3.5855E-03  8.3892E-03  1.4695E-02   4.3749E-03 -4.5385E-04   2.8788E-02 -6.5645E-03
  1223      3.6215E-03  8.5093E-03  1.4808E-02   4.4569E-03 -4.6237E-04   2.8985E-02 -6.6144E-03
  1224      3.6579E-03  8.6313E-03  1.4923E-02   4.5403E-03 -4.7105E-04   2.9183E-02 -6.6645E-03
  1225      3.6947E-03  8.7552E-03  1.5038E-02   4.6253E-03 -4.7989E-04   2.9382E-02 -6.7149E-03
  1226      3.7318E-03  8.8809E-03  1.5154E-02   4.7118E-03 -4.8889E-04   2.9581E-02 -6.7655E-03
  1227      3.7693E-03  9.0086E-03  1.5270E-02   4.7998E-03 -4.9805E-04   2.9781E-02 -6.8164E-03
  1228      3.8072E-03  9.1382E-03  1.5387E-02   4.8895E-03 -5.0738E-04   2.9981E-02 -6.8676E-03
  1229      3.8455E-03  9.2698E-03  1.5505E-02   4.9808E-03 -5.1688E-04   3.0182E-02 -6.9190E-03
  1230      3.8841E-03  9.4034E-03  1.5623E-02   5.0737E-03 -5.2655E-04   3.0384E-02 -6.9707E-03
  1231      3.9231E-03  9.5390E-03  1.5742E-02   5.1683E-03 -5.3640E-04   3.0586E-02 -7.0227E-03
  1232      3.9626E-03  9.6767E-03  1.5862E-02   5.2646E-03 -5.4642E-04   3.0788E-02 -7.0749E-03
  1233      4.0024E-03  9.8165E-03  1.5982E-02   5.3626E-03 -5.5663E-04   3.0991E-02 -7.1274E-03
  1234      4.0426E-03  9.9584E-03  1.6103E-02   5.4624E-03 -5.6702E-04   3.1195E-02 -7.1802E-03
  1235      4.0832E-03  1.0103E-02  1.6224E-02   5.5640E-03 -5.7760E-04   3.1399E-02 -7.2332E-03
  1236      4.1243E-03  1.0249E-02  1.6347E-02   5.6675E-03 -5.8837E-04   3.1603E-02 -7.2865E-03
  1237      4.1657E-03  1.0397E-02  1.6470E-02   5.7727E-03 -5.9933E-04   3.1808E-02 -7.3400E-03
  1238      4.2076E-03  1.0548E-02  1.6593E-02   5.8799E-03 -6.1049E-04   3.2013E-02 -7.3938E-03
  1239      4.2499E-03  1.0701E-02  1.6717E-02   5.9890E-03 -6.2185E-04   3.2218E-02 -7.4478E-03
  1240      4.2926E-03  1.0857E-02  1.6842E-02   6.1000E-03 -6.3342E-04   3.2424E-02 -7.5021E-03
  1241      4.3357E-03  1.1014E-02  1.6968E-02   6.2130E-03 -6.4519E-04   3.2630E-02 -7.5566E-03
  1242      4.3793E-03  1.1175E-02  1.7094E-02   6.3280E-03 -6.5718E-04   3.2837E-02 -7.6114E-03
  1243      4.4233E-03  1.1337E-02  1.7220E-02   6.4451E-03 -6.6938E-04   3.3044E-02 -7.6664E-03
  1244      4.4678E-03  1.1502E-02  1.7348E-02   6.5643E-03 -6.8180E-04   3.3251E-02 -7.7216E-03
  1245      4.5127E-03  1.1670E-02  1.7476E-02   6.6855E-03 -6.9444E-04   3.3458E-02 -7.7771E-03
  1246      4.5580E-03  1.1840E-02  1.7604E-02   6.8090E-03 -7.0730E-04   3.3666E-02 -7.8329E-03
  1247      4.6039E-03  1.2013E-02  1.7733E-02   6.9346E-03 -7.2040E-04   3.3873E-02 -7.8888E-03
  1248      4.6501E-03  1.2188E-02  1.7863E-02   7.0624E-03 -7.3373E-04   3.4081E-02 -7.9450E-03
  1249      4.6969E-03  1.2366E-02  1.7994E-02   7.1925E-03 -7.4729E-04   3.4289E-02 -8.0015E-03
  1250      4.7441E-03  1.2547E-02  1.8125E-02   7.3250E-03 -7.6110E-04   3.4497E-02 -8.0581E-03
  1251      4.7917E-03  1.2731E-02  1.8256E-02   7.4597E-03 -7.7515E-04   3.4705E-02 -8.1150E-03
  1252      4.8399E-03  1.2917E-02  1.8389E-02   7.5968E-03 -7.8945E-04   3.4914E-02 -8.1721E-03
  1253      4.8885E-03  1.3106E-02  1.8522E-02   7.7363E-03 -8.0401E-04   3.5122E-02 -8.2295E-03
  1254      4.9377E-03  1.3298E-02  1.8655E-02   7.8783E-03 -8.1882E-04   3.5330E-02 -8.2870E-03
  1255      4.9873E-03  1.3493E-02  1.8789E-02   8.0228E-03 -8.3390E-04   3.5538E-02 -8.3448E-03
  1256      5.0374E-03  1.3691E-02  1.8924E-02   8.1698E-03 -8.4924E-04   3.5746E-02 -8.4028E-03
  1257      5.0880E-03  1.3892E-02  1.9059E-02   8.3194E-03 -8.6485E-04   3.5954E-02 -8.4609E-03
  1258      5.1392E-03  1.4095E-02  1.9195E-02   8.4716E-03 -8.8073E-04   3.6162E-02 -8.5193E-03
  1259      5.1908E-03  1.4302E-02  1.9331E-02   8.6264E-03 -8.9690E-04   3.6370E-02 -8.5779E-03
  1260      5.2430E-03  1.4513E-02  1.9468E-02   8.7840E-03 -9.1335E-04   3.6577E-02 -8.6367E-03
  1261      5.2957E-03  1.4726E-02  1.9605E-02   8.9443E-03 -9.3009E-04   3.6785E-02 -8.6957E-03
  1262      5.3489E-03  1.4942E-02  1.9743E-02   9.1074E-03 -9.4712E-04   3.6992E-02 -8.7549E-03
  1263      5.4027E-03  1.5162E-02  1.9882E-02   9.2733E-03 -9.6445E-04   3.7198E-02 -8.8142E-03
  1264      5.4570E-03  1.5385E-02  2.0021E-02   9.4421E-03 -9.8208E-04   3.7405E-02 -8.8737E-03
  1265      5.5118E-03  1.5611E-02  2.0160E-02   9.6138E-03 -1.0000E-03   3.7610E-02 -8.9335E-03
  1266      5.5672E-03  1.5841E-02  2.0300E-02   9.7885E-03 -1.0183E-03   3.7816E-02 -8.9933E-03
  1267      5.6232E-03  1.6074E-02  2.0441E-02   9.9662E-03 -1.0368E-03   3.8021E-02 -9.0534E-03
  1268      5.6797E-03  1.6311E-02  2.0582E-02   1.0147E-02 -1.0557E-03   3.8226E-02 -9.1136E-03
  1269      5.7368E-03  1.6551E-02  2.0723E-02   1.0331E-02 -1.0750E-03   3.8430E-02 -9.1740E-03
  1270      5.7944E-03  1.6795E-02  2.0865E-02   1.0518E-02 -1.0945E-03   3.8633E-02 -9.2345E-03
  1271      5.8526E-03  1.7043E-02  2.1008E-02   1.0708E-02 -1.1144E-03   3.8836E-02 -9.2952E-03
  1272      5.9115E-03  1.7294E-02  2.1151E-02   1.0902E-02 -1.1346E-03   3.9038E-02 -9.3561E-03
  1273      5.9709E-03  1.7549E-02  2.1294E-02   1.1098E-02 -1.1552E-03   3.9239E-02 -9.4170E-03
  1274      6.0309E-03  1.7808E-02  2.1438E-02   1.1299E-02 -1.1762E-03   3.9440E-02 -9.4781E-03
  1275      6.0915E-03  1.8070E-02  2.1582E-02   1.1502E-02 -1.1975E-03   3.9640E-02 -9.5394E-03
  1276      6.1527E-03  1.8337E-02  2.1727E-02   1.1709E-02 -1.2191E-03   3.9839E-02 -9.6007E-03
  1277      6.2145E-03  1.8607E-02  2.1872E-02   1.1920E-02 -1.2412E-03   4.0037E-02 -9.6622E-03
  1278      6.2770E-03  1.8882E-02  2.2018E-02   1.2134E-02 -1.2636E-03   4.0234E-02 -9.7238E-03
  1279      6.3401E-03  1.9161E-02  2.2164E-02   1.2352E-02 -1.2864E-03   4.0430E-02 -9.7855E-03
  1280      6.4038E-03  1.9443E-02  2.2310E-02   1.2573E-02 -1.3096E-03   4.0626E-02 -9.8473E-03
  1281      6.4682E-03  1.9730E-02  2.2457E-02   1.2798E-02 -1.3332E-03   4.0820E-02 -9.9092E-03
  1282      6.5332E-03  2.0021E-02  2.2604E-02   1.3027E-02 -1.3571E-03   4.1013E-02 -9.9712E-03
  1283      6.5988E-03  2.0317E-02  2.2751E-02   1.3260E-02 -1.3815E-03   4.1204E-02 -1.0033E-02
  1284      6.6652E-03  2.0616E-02  2.2899E-02   1.3497E-02 -1.4063E-03   4.1395E-02 -1.0095E-02
  1285      6.7321E-03  2.0921E-02  2.3047E-02   1.3738E-02 -1.4316E-03   4.1584E-02 -1.0158E-02
  1286      6.7998E-03  2.1229E-02  2.3195E-02   1.3982E-02 -1.4572E-03   4.1771E-02 -1.0220E-02
  1287      6.8681E-03  2.1543E-02  2.3344E-02   1.4231E-02 -1.4833E-03   4.1958E-02 -1.0282E-02
  1288      6.9372E-03  2.1860E-02  2.3493E-02   1.4484E-02 -1.5098E-03   4.2143E-02 -1.0345E-02
  1289      7.0069E-03  2.2183E-02  2.3642E-02   1.4741E-02 -1.5368E-03   4.2326E-02 -1.0407E-02
  1290      7.0773E-03  2.2510E-02  2.3791E-02   1.5002E-02 -1.5642E-03   4.2508E-02 -1.0469E-02
  1291      7.1484E-03  2.2842E-02  2.3941E-02   1.5268E-02 -1.5921E-03   4.2688E-02 -1.0532E-02
  1292      7.2203E-03  2.3178E-02  2.4091E-02   1.5538E-02 -1.6205E-03   4.2866E-02 -1.0594E-02
  1293      7.2928E-03  2.3520E-02  2.4241E-02   1.5813E-02 -1.6493E-03   4.3042E-02 -1.0657E-02
  1294      7.3661E-03  2.3867E-02  2.4391E-02   1.6092E-02 -1.6786E-03   4.3217E-02 -1.0719E-02
  1295      7.4402E-03  2.4218E-02  2.4542E-02   1.6376E-02 -1.7084E-03   4.3390E-02 -1.0782E-02
  1296      7.5149E-03  2.4575E-02  2.4693E-02   1.6664E-02 -1.7386E-03   4.3560E-02 -1.0844E-02
  1297      7.5905E-03  2.4937E-02  2.4843E-02   1.6957E-02 -1.7694E-03   4.3729E-02 -1.0907E-02
  1298      7.6668E-03  2.5304E-02  2.4994E-02   1.7255E-02 -1.8007E-03   4.3896E-02 -1.0969E-02
  1299      7.7438E-03  2.5676E-02  2.5145E-02   1.7557E-02 -1.8325E-03   4.4060E-02 -1.1031E-02
  1300      7.8216E-03  2.6053E-02  2.5296E-02   1.7865E-02 -1.8649E-03   4.4222E-02 -1.1094E-02
  1301      7.9002E-03  2.6437E-02  2.5447E-02   1.8177E-02 -1.8977E-03   4.4382E-02 -1.1156E-02
  1302      7.9796E-03  2.6825E-02  2.5599E-02   1.8495E-02 -1.9311E-03   4.4539E-02 -1.1218E-02
  1303      8.0598E-03  2.7219E-02  2.5750E-02   1.8817E-02 -1.9651E-03   4.4694E-02 -1.1280E-02
  1304      8.1408E-03  2.7619E-02  2.5901E-02   1.9145E-02 -1.9996E-03   4.4847E-02 -1.1342E-02
  1305      8.2227E-03  2.8024E-02  2.6052E-02   1.9478E-02 -2.0346E-03   4.4997E-02 -1.1404E-02
  1306      8.3053E-03  2.8435E-02  2.6204E-02   1.9817E-02 -2.0702E-03   4.5144E-02 -1.1466E-02
  1307      8.3888E-03  2.8852E-02  2.6355E-02   2.0161E-02 -2.1065E-03   4.5288E-02 -1.1527E-02
  1308      8.4731E-03  2.9274E-02  2.6506E-02   2.0510E-02 -2.1432E-03   4.5429E-02 -1.1589E-02
  1309      8.5582E-03  2.9703E-02  2.6657E-02   2.0865E-02 -2.1806E-03   4.5568E-02 -1.1650E-02
  1310      8.6442E-03  3.0138E-02  2.6808E-02   2.1225E-02 -2.2186E-03   4.5703E-02 -1.1712E-02
  1311      8.7311E-03  3.0579E-02  2.6958E-02   2.1591E-02 -2.2572E-03   4.5836E-02 -1.1773E-02
  1312      8.8189E-03  3.1025E-02  2.7109E-02   2.1963E-02 -2.2964E-03   4.5965E-02 -1.1833E-02
  1313      8.9075E-03  3.1479E-02  2.7259E-02   2.2341E-02 -2.3363E-03   4.6091E-02 -1.1894E-02
  1314      8.9970E-03  3.1938E-02  2.7409E-02   2.2724E-02 -2.3768E-03   4.6213E-02 -1.1955E-02
  1315      9.0874E-03  3.2404E-02  2.7559E-02   2.3114E-02 -2.4179E-03   4.6332E-02 -1.2015E-02
  1316      9.1788E-03  3.2876E-02  2.7709E-02   2.3510E-02 -2.4597E-03   4.6448E-02 -1.2075E-02
  1317      9.2710E-03  3.3355E-02  2.7858E-02   2.3912E-02 -2.5021E-03   4.6560E-02 -1.2135E-02
  1318      9.3642E-03  3.3840E-02  2.8007E-02   2.4320E-02 -2.5452E-03   4.6668E-02 -1.2194E-02
  1319      9.4583E-03  3.4332E-02  2.8156E-02   2.4734E-02 -2.5890E-03   4.6773E-02 -1.2253E-02
  1320      9.5534E-03  3.4830E-02  2.8304E-02   2.5155E-02 -2.6334E-03   4.6873E-02 -1.2312E-02
