#                            P           Q            P           Q            P           Q
#                R                5p-                      5p                       6s 
   473      2.0030E-06  5.6451E-08  1.3248E-05   1.7938E-09 -4.3892E-12   2.8021E-05 -1.1428E-07
   474      2.0231E-06  5.7591E-08  1.3381E-05   1.8300E-09 -4.5228E-12   2.8302E-05 -1.1658E-07
   475      2.0435E-06  5.8754E-08  1.3516E-05   1.8670E-09 -4.6605E-12   2.8587E-05 -1.1894E-07
   476      2.0640E-06  5.9941E-08  1.3651E-05   1.9047E-09 -4.8025E-12   2.8874E-05 -1.2134E-07
   477      2.0847E-06  6.1152E-08  1.3789E-05   1.9432E-09 -4.9487E-12   2.9164E-05 -1.2379E-07
   478      2.1057E-06  6.2387E-08  1.3927E-05   1.9824E-09 -5.0994E-12   2.9457E-05 -1.2629E-07
   479      2.1269E-06  6.3647E-08  1.4067E-05   2.0225E-09 -5.2547E-12   2.9753E-05 -1.2884E-07
   480      2.1482E-06  6.4932E-08  1.4208E-05   2.0633E-09 -5.4147E-12   3.0052E-05 -1.3145E-07
   481      2.1698E-06  6.6244E-08  1.4351E-05   2.1050E-09 -5.5795E-12   3.0354E-05 -1.3410E-07
   482      2.1916E-06  6.7582E-08  1.4495E-05   2.1475E-09 -5.7494E-12   3.0659E-05 -1.3681E-07
   483      2.2137E-06  6.8947E-08  1.4641E-05   2.1909E-09 -5.9245E-12   3.0967E-05 -1.3957E-07
   484      2.2359E-06  7.0339E-08  1.4788E-05   2.2352E-09 -6.1049E-12   3.1279E-05 -1.4239E-07
   485      2.2584E-06  7.1760E-08  1.4937E-05   2.2803E-09 -6.2908E-12   3.1593E-05 -1.4527E-07
   486      2.2811E-06  7.3209E-08  1.5087E-05   2.3264E-09 -6.4824E-12   3.1910E-05 -1.4820E-07
   487      2.3040E-06  7.4688E-08  1.5239E-05   2.3734E-09 -6.6797E-12   3.2231E-05 -1.5119E-07
   488      2.3272E-06  7.6197E-08  1.5392E-05   2.4213E-09 -6.8831E-12   3.2555E-05 -1.5425E-07
   489      2.3505E-06  7.7735E-08  1.5546E-05   2.4702E-09 -7.0927E-12   3.2882E-05 -1.5736E-07
   490      2.3742E-06  7.9306E-08  1.5703E-05   2.5201E-09 -7.3087E-12   3.3213E-05 -1.6054E-07
   491      2.3980E-06  8.0907E-08  1.5860E-05   2.5710E-09 -7.5312E-12   3.3546E-05 -1.6378E-07
   492      2.4221E-06  8.2541E-08  1.6020E-05   2.6230E-09 -7.7606E-12   3.3884E-05 -1.6709E-07
   493      2.4465E-06  8.4208E-08  1.6181E-05   2.6760E-09 -7.9969E-12   3.4224E-05 -1.7047E-07
   494      2.4711E-06  8.5909E-08  1.6343E-05   2.7300E-09 -8.2404E-12   3.4568E-05 -1.7391E-07
   495      2.4959E-06  8.7644E-08  1.6508E-05   2.7852E-09 -8.4913E-12   3.4915E-05 -1.7742E-07
   496      2.5210E-06  8.9414E-08  1.6674E-05   2.8414E-09 -8.7498E-12   3.5266E-05 -1.8101E-07
   497      2.5463E-06  9.1220E-08  1.6841E-05   2.8988E-09 -9.0162E-12   3.5621E-05 -1.8466E-07
   498      2.5719E-06  9.3062E-08  1.7010E-05   2.9574E-09 -9.2908E-12   3.5979E-05 -1.8839E-07
   499      2.5978E-06  9.4942E-08  1.7181E-05   3.0171E-09 -9.5737E-12   3.6340E-05 -1.9219E-07
   500      2.6239E-06  9.6859E-08  1.7354E-05   3.0781E-09 -9.8652E-12   3.6705E-05 -1.9608E-07
   501      2.6502E-06  9.8816E-08  1.7528E-05   3.1403E-09 -1.0166E-11   3.7074E-05 -2.0004E-07
   502      2.6769E-06  1.0081E-07  1.7705E-05   3.2037E-09 -1.0475E-11   3.7447E-05 -2.0408E-07
   503      2.7038E-06  1.0285E-07  1.7882E-05   3.2684E-09 -1.0794E-11   3.7823E-05 -2.0820E-07
   504      2.7309E-06  1.0492E-07  1.8062E-05   3.3344E-09 -1.1123E-11   3.8203E-05 -2.1240E-07
   505      2.7584E-06  1.0704E-07  1.8244E-05   3.4018E-09 -1.1461E-11   3.8587E-05 -2.1669E-07
   506      2.7861E-06  1.0921E-07  1.8427E-05   3.4705E-09 -1.1810E-11   3.8975E-05 -2.2107E-07
   507      2.8141E-06  1.1141E-07  1.8612E-05   3.5406E-09 -1.2170E-11   3.9367E-05 -2.2553E-07
   508      2.8424E-06  1.1366E-07  1.8799E-05   3.6121E-09 -1.2540E-11   3.9762E-05 -2.3009E-07
   509      2.8710E-06  1.1596E-07  1.8988E-05   3.6851E-09 -1.2922E-11   4.0162E-05 -2.3473E-07
   510      2.8998E-06  1.1830E-07  1.9179E-05   3.7595E-09 -1.3316E-11   4.0565E-05 -2.3947E-07
   511      2.9290E-06  1.2069E-07  1.9372E-05   3.8355E-09 -1.3721E-11   4.0973E-05 -2.4431E-07
   512      2.9584E-06  1.2312E-07  1.9566E-05   3.9130E-09 -1.4139E-11   4.1385E-05 -2.4924E-07
   513      2.9881E-06  1.2561E-07  1.9763E-05   3.9920E-09 -1.4569E-11   4.1801E-05 -2.5428E-07
   514      3.0182E-06  1.2815E-07  1.9962E-05   4.0727E-09 -1.5013E-11   4.2221E-05 -2.5941E-07
   515      3.0485E-06  1.3073E-07  2.0162E-05   4.1549E-09 -1.5470E-11   4.2645E-05 -2.6465E-07
   516      3.0791E-06  1.3337E-07  2.0365E-05   4.2389E-09 -1.5941E-11   4.3073E-05 -2.6999E-07
   517      3.1101E-06  1.3607E-07  2.0569E-05   4.3245E-09 -1.6426E-11   4.3506E-05 -2.7545E-07
   518      3.1413E-06  1.3882E-07  2.0776E-05   4.4118E-09 -1.6926E-11   4.3943E-05 -2.8101E-07
   519      3.1729E-06  1.4162E-07  2.0985E-05   4.5010E-09 -1.7442E-11   4.4385E-05 -2.8668E-07
   520      3.2048E-06  1.4448E-07  2.1196E-05   4.5919E-09 -1.7973E-11   4.4831E-05 -2.9247E-07
   521      3.2370E-06  1.4740E-07  2.1409E-05   4.6846E-09 -1.8520E-11   4.5282E-05 -2.9838E-07
   522      3.2695E-06  1.5037E-07  2.1624E-05   4.7793E-09 -1.9084E-11   4.5737E-05 -3.0440E-07
   523      3.3024E-06  1.5341E-07  2.1841E-05   4.8758E-09 -1.9665E-11   4.6196E-05 -3.1055E-07
   524      3.3356E-06  1.5651E-07  2.2061E-05   4.9743E-09 -2.0263E-11   4.6660E-05 -3.1682E-07
   525      3.3691E-06  1.5967E-07  2.2282E-05   5.0748E-09 -2.0880E-11   4.7129E-05 -3.2322E-07
   526      3.4030E-06  1.6289E-07  2.2506E-05   5.1773E-09 -2.1516E-11   4.7603E-05 -3.2975E-07
   527      3.4372E-06  1.6618E-07  2.2732E-05   5.2819E-09 -2.2171E-11   4.8081E-05 -3.3640E-07
   528      3.4717E-06  1.6954E-07  2.2961E-05   5.3886E-09 -2.2846E-11   4.8564E-05 -3.4320E-07
   529      3.5066E-06  1.7296E-07  2.3192E-05   5.4974E-09 -2.3542E-11   4.9052E-05 -3.5013E-07
   530      3.5418E-06  1.7645E-07  2.3425E-05   5.6085E-09 -2.4258E-11   4.9545E-05 -3.5720E-07
   531      3.5774E-06  1.8001E-07  2.3660E-05   5.7218E-09 -2.4997E-11   5.0043E-05 -3.6441E-07
   532      3.6134E-06  1.8365E-07  2.3898E-05   5.8374E-09 -2.5758E-11   5.0546E-05 -3.7177E-07
   533      3.6497E-06  1.8736E-07  2.4138E-05   5.9553E-09 -2.6542E-11   5.1054E-05 -3.7927E-07
   534      3.6864E-06  1.9114E-07  2.4380E-05   6.0756E-09 -2.7350E-11   5.1567E-05 -3.8693E-07
   535      3.7234E-06  1.9500E-07  2.4625E-05   6.1983E-09 -2.8182E-11   5.2085E-05 -3.9474E-07
   536      3.7609E-06  1.9894E-07  2.4873E-05   6.3235E-09 -2.9040E-11   5.2608E-05 -4.0271E-07
   537      3.7987E-06  2.0295E-07  2.5123E-05   6.4513E-09 -2.9924E-11   5.3137E-05 -4.1084E-07
   538      3.8368E-06  2.0705E-07  2.5375E-05   6.5816E-09 -3.0835E-11   5.3671E-05 -4.1914E-07
   539      3.8754E-06  2.1123E-07  2.5630E-05   6.7145E-09 -3.1774E-11   5.4210E-05 -4.2760E-07
   540      3.9143E-06  2.1550E-07  2.5888E-05   6.8502E-09 -3.2741E-11   5.4755E-05 -4.3623E-07
   541      3.9537E-06  2.1985E-07  2.6148E-05   6.9885E-09 -3.3738E-11   5.5305E-05 -4.4504E-07
   542      3.9934E-06  2.2429E-07  2.6411E-05   7.1297E-09 -3.4765E-11   5.5861E-05 -4.5402E-07
   543      4.0336E-06  2.2881E-07  2.6676E-05   7.2737E-09 -3.5823E-11   5.6422E-05 -4.6319E-07
   544      4.0741E-06  2.3343E-07  2.6944E-05   7.4206E-09 -3.6913E-11   5.6989E-05 -4.7254E-07
   545      4.1150E-06  2.3815E-07  2.7215E-05   7.5705E-09 -3.8037E-11   5.7562E-05 -4.8208E-07
   546      4.1564E-06  2.4295E-07  2.7488E-05   7.7235E-09 -3.9195E-11   5.8140E-05 -4.9181E-07
   547      4.1982E-06  2.4786E-07  2.7764E-05   7.8795E-09 -4.0388E-11   5.8724E-05 -5.0174E-07
   548      4.2404E-06  2.5286E-07  2.8043E-05   8.0386E-09 -4.1617E-11   5.9314E-05 -5.1187E-07
   549      4.2830E-06  2.5797E-07  2.8325E-05   8.2010E-09 -4.2884E-11   5.9910E-05 -5.2220E-07
   550      4.3260E-06  2.6317E-07  2.8610E-05   8.3667E-09 -4.4189E-11   6.0512E-05 -5.3275E-07
   551      4.3695E-06  2.6849E-07  2.8897E-05   8.5357E-09 -4.5534E-11   6.1120E-05 -5.4350E-07
   552      4.4134E-06  2.7391E-07  2.9188E-05   8.7081E-09 -4.6920E-11   6.1734E-05 -5.5447E-07
   553      4.4578E-06  2.7944E-07  2.9481E-05   8.8840E-09 -4.8348E-11   6.2355E-05 -5.6566E-07
   554      4.5026E-06  2.8508E-07  2.9777E-05   9.0635E-09 -4.9820E-11   6.2981E-05 -5.7708E-07
   555      4.5478E-06  2.9083E-07  3.0076E-05   9.2465E-09 -5.1336E-11   6.3614E-05 -5.8873E-07
   556      4.5935E-06  2.9670E-07  3.0378E-05   9.4333E-09 -5.2899E-11   6.4253E-05 -6.0061E-07
   557      4.6397E-06  3.0269E-07  3.0684E-05   9.6239E-09 -5.4509E-11   6.4899E-05 -6.1274E-07
   558      4.6863E-06  3.0880E-07  3.0992E-05   9.8183E-09 -5.6167E-11   6.5551E-05 -6.2510E-07
   559      4.7334E-06  3.1503E-07  3.1303E-05   1.0017E-08 -5.7877E-11   6.6209E-05 -6.3772E-07
   560      4.7810E-06  3.2139E-07  3.1618E-05   1.0219E-08 -5.9638E-11   6.6875E-05 -6.5059E-07
   561      4.8290E-06  3.2788E-07  3.1935E-05   1.0425E-08 -6.1453E-11   6.7546E-05 -6.6372E-07
   562      4.8776E-06  3.3450E-07  3.2256E-05   1.0636E-08 -6.3323E-11   6.8225E-05 -6.7712E-07
   563      4.9266E-06  3.4125E-07  3.2580E-05   1.0851E-08 -6.5251E-11   6.8911E-05 -6.9078E-07
   564      4.9761E-06  3.4813E-07  3.2908E-05   1.1070E-08 -6.7236E-11   6.9603E-05 -7.0472E-07
   565      5.0261E-06  3.5516E-07  3.3238E-05   1.1294E-08 -6.9282E-11   7.0302E-05 -7.1895E-07
   566      5.0766E-06  3.6233E-07  3.3572E-05   1.1522E-08 -7.1391E-11   7.1009E-05 -7.3346E-07
   567      5.1277E-06  3.6964E-07  3.3910E-05   1.1754E-08 -7.3563E-11   7.1722E-05 -7.4826E-07
   568      5.1792E-06  3.7710E-07  3.4250E-05   1.1992E-08 -7.5802E-11   7.2442E-05 -7.6336E-07
   569      5.2312E-06  3.8471E-07  3.4594E-05   1.2234E-08 -7.8108E-11   7.3170E-05 -7.7876E-07
   570      5.2838E-06  3.9247E-07  3.4942E-05   1.2481E-08 -8.0485E-11   7.3905E-05 -7.9448E-07
   571      5.3369E-06  4.0039E-07  3.5293E-05   1.2733E-08 -8.2934E-11   7.4648E-05 -8.1051E-07
   572      5.3906E-06  4.0847E-07  3.5648E-05   1.2990E-08 -8.5458E-11   7.5398E-05 -8.2686E-07
   573      5.4447E-06  4.1672E-07  3.6006E-05   1.3253E-08 -8.8058E-11   7.6155E-05 -8.4355E-07
   574      5.4995E-06  4.2513E-07  3.6367E-05   1.3521E-08 -9.0737E-11   7.6920E-05 -8.6057E-07
   575      5.5547E-06  4.3370E-07  3.6733E-05   1.3794E-08 -9.3498E-11   7.7693E-05 -8.7793E-07
   576      5.6105E-06  4.4245E-07  3.7102E-05   1.4072E-08 -9.6343E-11   7.8474E-05 -8.9565E-07
   577      5.6669E-06  4.5138E-07  3.7474E-05   1.4357E-08 -9.9274E-11   7.9262E-05 -9.1372E-07
   578      5.7239E-06  4.6049E-07  3.7851E-05   1.4647E-08 -1.0229E-10   8.0058E-05 -9.3215E-07
   579      5.7814E-06  4.6978E-07  3.8231E-05   1.4942E-08 -1.0541E-10   8.0862E-05 -9.5096E-07
   580      5.8395E-06  4.7926E-07  3.8615E-05   1.5244E-08 -1.0861E-10   8.1675E-05 -9.7014E-07
   581      5.8982E-06  4.8893E-07  3.9003E-05   1.5552E-08 -1.1192E-10   8.2495E-05 -9.8971E-07
   582      5.9575E-06  4.9879E-07  3.9395E-05   1.5866E-08 -1.1532E-10   8.3324E-05 -1.0097E-06
   583      6.0174E-06  5.0885E-07  3.9791E-05   1.6187E-08 -1.1883E-10   8.4161E-05 -1.0300E-06
   584      6.0778E-06  5.1912E-07  4.0190E-05   1.6514E-08 -1.2245E-10   8.5006E-05 -1.0508E-06
   585      6.1389E-06  5.2959E-07  4.0594E-05   1.6847E-08 -1.2617E-10   8.5860E-05 -1.0720E-06
   586      6.2006E-06  5.4027E-07  4.1002E-05   1.7187E-08 -1.3001E-10   8.6723E-05 -1.0936E-06
   587      6.2629E-06  5.5117E-07  4.1414E-05   1.7535E-08 -1.3396E-10   8.7594E-05 -1.1157E-06
   588      6.3259E-06  5.6229E-07  4.1830E-05   1.7889E-08 -1.3804E-10   8.8474E-05 -1.1382E-06
   589      6.3895E-06  5.7363E-07  4.2250E-05   1.8250E-08 -1.4224E-10   8.9363E-05 -1.1612E-06
   590      6.4537E-06  5.8520E-07  4.2674E-05   1.8619E-08 -1.4656E-10   9.0260E-05 -1.1846E-06
   591      6.5185E-06  5.9701E-07  4.3103E-05   1.8995E-08 -1.5102E-10   9.1167E-05 -1.2085E-06
   592      6.5840E-06  6.0905E-07  4.3536E-05   1.9378E-08 -1.5561E-10   9.2083E-05 -1.2328E-06
   593      6.6502E-06  6.2133E-07  4.3973E-05   1.9770E-08 -1.6035E-10   9.3008E-05 -1.2577E-06
   594      6.7170E-06  6.3386E-07  4.4415E-05   2.0169E-08 -1.6522E-10   9.3942E-05 -1.2831E-06
   595      6.7846E-06  6.4664E-07  4.4861E-05   2.0577E-08 -1.7025E-10   9.4885E-05 -1.3089E-06
   596      6.8527E-06  6.5968E-07  4.5312E-05   2.0992E-08 -1.7543E-10   9.5838E-05 -1.3353E-06
   597      6.9216E-06  6.7298E-07  4.5767E-05   2.1416E-08 -1.8076E-10   9.6801E-05 -1.3623E-06
   598      6.9912E-06  6.8656E-07  4.6226E-05   2.1849E-08 -1.8626E-10   9.7773E-05 -1.3897E-06
   599      7.0614E-06  7.0040E-07  4.6691E-05   2.2290E-08 -1.9192E-10   9.8755E-05 -1.4178E-06
   600      7.1324E-06  7.1452E-07  4.7160E-05   2.2740E-08 -1.9776E-10   9.9747E-05 -1.4463E-06
   601      7.2041E-06  7.2893E-07  4.7633E-05   2.3199E-08 -2.0377E-10   1.0075E-04 -1.4755E-06
   602      7.2765E-06  7.4362E-07  4.8112E-05   2.3668E-08 -2.0997E-10   1.0176E-04 -1.5052E-06
   603      7.3496E-06  7.5861E-07  4.8595E-05   2.4146E-08 -2.1635E-10   1.0278E-04 -1.5356E-06
   604      7.4235E-06  7.7391E-07  4.9083E-05   2.4634E-08 -2.2293E-10   1.0381E-04 -1.5665E-06
   605      7.4981E-06  7.8951E-07  4.9576E-05   2.5131E-08 -2.2971E-10   1.0486E-04 -1.5981E-06
   606      7.5734E-06  8.0542E-07  5.0074E-05   2.5639E-08 -2.3669E-10   1.0591E-04 -1.6303E-06
   607      7.6496E-06  8.2166E-07  5.0577E-05   2.6157E-08 -2.4389E-10   1.0697E-04 -1.6632E-06
   608      7.7264E-06  8.3822E-07  5.1085E-05   2.6685E-08 -2.5130E-10   1.0805E-04 -1.6967E-06
   609      7.8041E-06  8.5512E-07  5.1598E-05   2.7224E-08 -2.5894E-10   1.0913E-04 -1.7309E-06
   610      7.8825E-06  8.7235E-07  5.2116E-05   2.7774E-08 -2.6681E-10   1.1023E-04 -1.7658E-06
   611      7.9617E-06  8.8993E-07  5.2639E-05   2.8335E-08 -2.7492E-10   1.1134E-04 -1.8014E-06
   612      8.0418E-06  9.0786E-07  5.3168E-05   2.8907E-08 -2.8328E-10   1.1245E-04 -1.8377E-06
   613      8.1226E-06  9.2616E-07  5.3702E-05   2.9491E-08 -2.9189E-10   1.1358E-04 -1.8747E-06
   614      8.2042E-06  9.4482E-07  5.4241E-05   3.0086E-08 -3.0076E-10   1.1472E-04 -1.9125E-06
   615      8.2867E-06  9.6386E-07  5.4785E-05   3.0694E-08 -3.0990E-10   1.1588E-04 -1.9510E-06
   616      8.3700E-06  9.8328E-07  5.5336E-05   3.1314E-08 -3.1932E-10   1.1704E-04 -1.9903E-06
   617      8.4541E-06  1.0031E-06  5.5891E-05   3.1946E-08 -3.2902E-10   1.1821E-04 -2.0304E-06
   618      8.5390E-06  1.0233E-06  5.6452E-05   3.2591E-08 -3.3902E-10   1.1940E-04 -2.0713E-06
   619      8.6249E-06  1.0439E-06  5.7019E-05   3.3250E-08 -3.4933E-10   1.2060E-04 -2.1130E-06
   620      8.7115E-06  1.0649E-06  5.7592E-05   3.3921E-08 -3.5994E-10   1.2181E-04 -2.1556E-06
   621      8.7991E-06  1.0864E-06  5.8170E-05   3.4606E-08 -3.7088E-10   1.2303E-04 -2.1990E-06
   622      8.8875E-06  1.1083E-06  5.8754E-05   3.5305E-08 -3.8214E-10   1.2427E-04 -2.2433E-06
   623      8.9768E-06  1.1306E-06  5.9344E-05   3.6018E-08 -3.9375E-10   1.2552E-04 -2.2885E-06
   624      9.0671E-06  1.1534E-06  5.9940E-05   3.6745E-08 -4.0572E-10   1.2678E-04 -2.3345E-06
   625      9.1582E-06  1.1766E-06  6.0541E-05   3.7487E-08 -4.1804E-10   1.2805E-04 -2.3815E-06
   626      9.2502E-06  1.2003E-06  6.1149E-05   3.8244E-08 -4.3074E-10   1.2934E-04 -2.4295E-06
   627      9.3432E-06  1.2245E-06  6.1763E-05   3.9017E-08 -4.4382E-10   1.3063E-04 -2.4784E-06
   628      9.4371E-06  1.2491E-06  6.2383E-05   3.9805E-08 -4.5731E-10   1.3195E-04 -2.5283E-06
   629      9.5319E-06  1.2743E-06  6.3009E-05   4.0609E-08 -4.7119E-10   1.3327E-04 -2.5792E-06
   630      9.6277E-06  1.2999E-06  6.3642E-05   4.1429E-08 -4.8550E-10   1.3461E-04 -2.6311E-06
   631      9.7245E-06  1.3261E-06  6.4281E-05   4.2265E-08 -5.0025E-10   1.3596E-04 -2.6841E-06
   632      9.8222E-06  1.3528E-06  6.4926E-05   4.3119E-08 -5.1544E-10   1.3732E-04 -2.7381E-06
   633      9.9209E-06  1.3800E-06  6.5577E-05   4.3989E-08 -5.3109E-10   1.3870E-04 -2.7932E-06
   634      1.0021E-05  1.4078E-06  6.6236E-05   4.4878E-08 -5.4722E-10   1.4009E-04 -2.8494E-06
   635      1.0121E-05  1.4361E-06  6.6900E-05   4.5784E-08 -5.6383E-10   1.4150E-04 -2.9067E-06
   636      1.0223E-05  1.4650E-06  6.7572E-05   4.6708E-08 -5.8095E-10   1.4292E-04 -2.9652E-06
   637      1.0326E-05  1.4945E-06  6.8250E-05   4.7652E-08 -5.9859E-10   1.4436E-04 -3.0249E-06
   638      1.0430E-05  1.5245E-06  6.8935E-05   4.8614E-08 -6.1676E-10   1.4580E-04 -3.0857E-06
   639      1.0534E-05  1.5552E-06  6.9627E-05   4.9596E-08 -6.3548E-10   1.4727E-04 -3.1478E-06
   640      1.0640E-05  1.5865E-06  7.0326E-05   5.0597E-08 -6.5477E-10   1.4875E-04 -3.2111E-06
   641      1.0747E-05  1.6184E-06  7.1031E-05   5.1619E-08 -6.7464E-10   1.5024E-04 -3.2757E-06
   642      1.0855E-05  1.6510E-06  7.1744E-05   5.2661E-08 -6.9511E-10   1.5175E-04 -3.3415E-06
   643      1.0964E-05  1.6842E-06  7.2464E-05   5.3724E-08 -7.1621E-10   1.5327E-04 -3.4087E-06
   644      1.1075E-05  1.7180E-06  7.3191E-05   5.4809E-08 -7.3794E-10   1.5481E-04 -3.4773E-06
   645      1.1186E-05  1.7526E-06  7.3926E-05   5.5916E-08 -7.6033E-10   1.5636E-04 -3.5472E-06
   646      1.1298E-05  1.7878E-06  7.4667E-05   5.7045E-08 -7.8339E-10   1.5793E-04 -3.6185E-06
   647      1.1412E-05  1.8237E-06  7.5417E-05   5.8197E-08 -8.0716E-10   1.5951E-04 -3.6912E-06
   648      1.1526E-05  1.8604E-06  7.6173E-05   5.9372E-08 -8.3164E-10   1.6111E-04 -3.7654E-06
   649      1.1642E-05  1.8978E-06  7.6938E-05   6.0570E-08 -8.5687E-10   1.6273E-04 -3.8410E-06
   650      1.1759E-05  1.9359E-06  7.7709E-05   6.1793E-08 -8.8286E-10   1.6436E-04 -3.9182E-06
   651      1.1878E-05  1.9748E-06  7.8489E-05   6.3041E-08 -9.0963E-10   1.6601E-04 -3.9969E-06
   652      1.1997E-05  2.0145E-06  7.9276E-05   6.4314E-08 -9.3722E-10   1.6768E-04 -4.0772E-06
   653      1.2117E-05  2.0550E-06  8.0072E-05   6.5612E-08 -9.6563E-10   1.6936E-04 -4.1591E-06
   654      1.2239E-05  2.0963E-06  8.0875E-05   6.6937E-08 -9.9491E-10   1.7106E-04 -4.2427E-06
   655      1.2362E-05  2.1384E-06  8.1686E-05   6.8288E-08 -1.0251E-09   1.7277E-04 -4.3279E-06
   656      1.2487E-05  2.1813E-06  8.2505E-05   6.9667E-08 -1.0561E-09   1.7451E-04 -4.4148E-06
   657      1.2612E-05  2.2251E-06  8.3333E-05   7.1074E-08 -1.0882E-09   1.7626E-04 -4.5034E-06
   658      1.2739E-05  2.2698E-06  8.4169E-05   7.2508E-08 -1.1211E-09   1.7802E-04 -4.5938E-06
   659      1.2867E-05  2.3154E-06  8.5013E-05   7.3972E-08 -1.1551E-09   1.7981E-04 -4.6860E-06
   660      1.2996E-05  2.3619E-06  8.5865E-05   7.5466E-08 -1.1901E-09   1.8161E-04 -4.7800E-06
   661      1.3127E-05  2.4093E-06  8.6726E-05   7.6989E-08 -1.2262E-09   1.8343E-04 -4.8760E-06
   662      1.3259E-05  2.4576E-06  8.7596E-05   7.8543E-08 -1.2633E-09   1.8527E-04 -4.9738E-06
   663      1.3392E-05  2.5069E-06  8.8474E-05   8.0129E-08 -1.3016E-09   1.8713E-04 -5.0736E-06
   664      1.3526E-05  2.5572E-06  8.9361E-05   8.1747E-08 -1.3410E-09   1.8901E-04 -5.1753E-06
   665      1.3662E-05  2.6085E-06  9.0257E-05   8.3397E-08 -1.3816E-09   1.9090E-04 -5.2791E-06
   666      1.3800E-05  2.6609E-06  9.1162E-05   8.5080E-08 -1.4235E-09   1.9282E-04 -5.3850E-06
   667      1.3938E-05  2.7142E-06  9.2076E-05   8.6798E-08 -1.4666E-09   1.9475E-04 -5.4929E-06
   668      1.4078E-05  2.7686E-06  9.2999E-05   8.8550E-08 -1.5110E-09   1.9670E-04 -5.6031E-06
   669      1.4220E-05  2.8242E-06  9.3932E-05   9.0337E-08 -1.5567E-09   1.9867E-04 -5.7154E-06
   670      1.4363E-05  2.8808E-06  9.4873E-05   9.2161E-08 -1.6038E-09   2.0067E-04 -5.8299E-06
   671      1.4507E-05  2.9385E-06  9.5824E-05   9.4021E-08 -1.6524E-09   2.0268E-04 -5.9467E-06
   672      1.4653E-05  2.9974E-06  9.6785E-05   9.5919E-08 -1.7024E-09   2.0471E-04 -6.0658E-06
   673      1.4800E-05  3.0575E-06  9.7755E-05   9.7855E-08 -1.7539E-09   2.0676E-04 -6.1873E-06
   674      1.4949E-05  3.1187E-06  9.8734E-05   9.9830E-08 -1.8069E-09   2.0883E-04 -6.3113E-06
   675      1.5099E-05  3.1812E-06  9.9724E-05   1.0184E-07 -1.8616E-09   2.1092E-04 -6.4376E-06
   676      1.5251E-05  3.2449E-06  1.0072E-04   1.0390E-07 -1.9179E-09   2.1304E-04 -6.5665E-06
   677      1.5404E-05  3.3099E-06  1.0173E-04   1.0600E-07 -1.9759E-09   2.1517E-04 -6.6980E-06
   678      1.5559E-05  3.3761E-06  1.0275E-04   1.0814E-07 -2.0356E-09   2.1733E-04 -6.8320E-06
   679      1.5716E-05  3.4437E-06  1.0378E-04   1.1032E-07 -2.0972E-09   2.1951E-04 -6.9687E-06
   680      1.5873E-05  3.5126E-06  1.0482E-04   1.1255E-07 -2.1606E-09   2.2170E-04 -7.1081E-06
   681      1.6033E-05  3.5829E-06  1.0587E-04   1.1482E-07 -2.2259E-09   2.2393E-04 -7.2503E-06
   682      1.6194E-05  3.6546E-06  1.0693E-04   1.1713E-07 -2.2931E-09   2.2617E-04 -7.3952E-06
   683      1.6357E-05  3.7277E-06  1.0800E-04   1.1950E-07 -2.3624E-09   2.2843E-04 -7.5431E-06
   684      1.6521E-05  3.8022E-06  1.0908E-04   1.2191E-07 -2.4338E-09   2.3072E-04 -7.6939E-06
   685      1.6687E-05  3.8782E-06  1.1018E-04   1.2437E-07 -2.5073E-09   2.3303E-04 -7.8476E-06
   686      1.6855E-05  3.9557E-06  1.1128E-04   1.2688E-07 -2.5830E-09   2.3537E-04 -8.0044E-06
   687      1.7024E-05  4.0348E-06  1.1239E-04   1.2944E-07 -2.6610E-09   2.3772E-04 -8.1643E-06
   688      1.7196E-05  4.1154E-06  1.1352E-04   1.3205E-07 -2.7414E-09   2.4010E-04 -8.3274E-06
   689      1.7368E-05  4.1976E-06  1.1466E-04   1.3472E-07 -2.8241E-09   2.4251E-04 -8.4936E-06
   690      1.7543E-05  4.2815E-06  1.1580E-04   1.3743E-07 -2.9093E-09   2.4494E-04 -8.6632E-06
   691      1.7719E-05  4.3669E-06  1.1696E-04   1.4021E-07 -2.9971E-09   2.4739E-04 -8.8361E-06
   692      1.7897E-05  4.4541E-06  1.1813E-04   1.4304E-07 -3.0875E-09   2.4986E-04 -9.0124E-06
   693      1.8077E-05  4.5430E-06  1.1932E-04   1.4592E-07 -3.1806E-09   2.5236E-04 -9.1922E-06
   694      1.8259E-05  4.6336E-06  1.2051E-04   1.4887E-07 -3.2765E-09   2.5489E-04 -9.3755E-06
   695      1.8442E-05  4.7261E-06  1.2172E-04   1.5187E-07 -3.3753E-09   2.5744E-04 -9.5624E-06
   696      1.8628E-05  4.8203E-06  1.2293E-04   1.5493E-07 -3.4771E-09   2.6002E-04 -9.7530E-06
   697      1.8815E-05  4.9164E-06  1.2416E-04   1.5806E-07 -3.5819E-09   2.6262E-04 -9.9473E-06
   698      1.9004E-05  5.0144E-06  1.2541E-04   1.6125E-07 -3.6898E-09   2.6525E-04 -1.0145E-05
   699      1.9195E-05  5.1143E-06  1.2666E-04   1.6450E-07 -3.8009E-09   2.6790E-04 -1.0348E-05
   700      1.9388E-05  5.2162E-06  1.2793E-04   1.6782E-07 -3.9154E-09   2.7058E-04 -1.0554E-05
