#                             P           Q            P           Q            P           Q
#                R                 6d-                      6d                       7s 
   522      2.0806E-06   1.2435E-12  3.4902E-10   2.9962E-14 -7.3812E-17   7.4290E-05 -4.2705E-07
   523      2.1015E-06   1.2813E-12  3.5607E-10   3.0875E-14 -7.6824E-17   7.5036E-05 -4.3567E-07
   524      2.1226E-06   1.3204E-12  3.6326E-10   3.1815E-14 -7.9959E-17   7.5790E-05 -4.4447E-07
   525      2.1440E-06   1.3606E-12  3.7060E-10   3.2784E-14 -8.3222E-17   7.6552E-05 -4.5345E-07
   526      2.1655E-06   1.4020E-12  3.7808E-10   3.3782E-14 -8.6618E-17   7.7321E-05 -4.6261E-07
   527      2.1873E-06   1.4447E-12  3.8572E-10   3.4811E-14 -9.0153E-17   7.8098E-05 -4.7195E-07
   528      2.2093E-06   1.4887E-12  3.9351E-10   3.5871E-14 -9.3832E-17   7.8883E-05 -4.8149E-07
   529      2.2315E-06   1.5340E-12  4.0146E-10   3.6964E-14 -9.7661E-17   7.9676E-05 -4.9121E-07
   530      2.2539E-06   1.5807E-12  4.0957E-10   3.8089E-14 -1.0165E-16   8.0476E-05 -5.0113E-07
   531      2.2766E-06   1.6289E-12  4.1785E-10   3.9249E-14 -1.0579E-16   8.1285E-05 -5.1125E-07
   532      2.2994E-06   1.6785E-12  4.2629E-10   4.0445E-14 -1.1011E-16   8.2102E-05 -5.2158E-07
   533      2.3225E-06   1.7296E-12  4.3490E-10   4.1676E-14 -1.1460E-16   8.2927E-05 -5.3211E-07
   534      2.3459E-06   1.7822E-12  4.4368E-10   4.2945E-14 -1.1928E-16   8.3760E-05 -5.4286E-07
   535      2.3695E-06   1.8365E-12  4.5265E-10   4.4253E-14 -1.2415E-16   8.4602E-05 -5.5383E-07
   536      2.3933E-06   1.8924E-12  4.6179E-10   4.5601E-14 -1.2921E-16   8.5452E-05 -5.6501E-07
   537      2.4173E-06   1.9500E-12  4.7112E-10   4.6990E-14 -1.3449E-16   8.6311E-05 -5.7642E-07
   538      2.4416E-06   2.0094E-12  4.8063E-10   4.8421E-14 -1.3997E-16   8.7178E-05 -5.8807E-07
   539      2.4662E-06   2.0706E-12  4.9034E-10   4.9895E-14 -1.4569E-16   8.8054E-05 -5.9994E-07
   540      2.4909E-06   2.1337E-12  5.0025E-10   5.1415E-14 -1.5163E-16   8.8939E-05 -6.1206E-07
   541      2.5160E-06   2.1986E-12  5.1035E-10   5.2981E-14 -1.5782E-16   8.9833E-05 -6.2442E-07
   542      2.5413E-06   2.2656E-12  5.2066E-10   5.4594E-14 -1.6426E-16   9.0735E-05 -6.3703E-07
   543      2.5668E-06   2.3346E-12  5.3118E-10   5.6257E-14 -1.7096E-16   9.1647E-05 -6.4990E-07
   544      2.5926E-06   2.4057E-12  5.4191E-10   5.7970E-14 -1.7794E-16   9.2568E-05 -6.6303E-07
   545      2.6187E-06   2.4789E-12  5.5286E-10   5.9735E-14 -1.8520E-16   9.3498E-05 -6.7642E-07
   546      2.6450E-06   2.5544E-12  5.6403E-10   6.1555E-14 -1.9276E-16   9.4438E-05 -6.9008E-07
   547      2.6716E-06   2.6322E-12  5.7542E-10   6.3429E-14 -2.0062E-16   9.5387E-05 -7.0402E-07
   548      2.6984E-06   2.7123E-12  5.8704E-10   6.5361E-14 -2.0881E-16   9.6345E-05 -7.1823E-07
   549      2.7255E-06   2.7949E-12  5.9890E-10   6.7351E-14 -2.1733E-16   9.7313E-05 -7.3274E-07
   550      2.7529E-06   2.8800E-12  6.1100E-10   6.9402E-14 -2.2620E-16   9.8291E-05 -7.4754E-07
   551      2.7806E-06   2.9677E-12  6.2334E-10   7.1516E-14 -2.3543E-16   9.9279E-05 -7.6264E-07
   552      2.8085E-06   3.0581E-12  6.3593E-10   7.3694E-14 -2.4503E-16   1.0028E-04 -7.7804E-07
   553      2.8368E-06   3.1512E-12  6.4878E-10   7.5938E-14 -2.5503E-16   1.0128E-04 -7.9375E-07
   554      2.8653E-06   3.2471E-12  6.6188E-10   7.8251E-14 -2.6544E-16   1.0230E-04 -8.0978E-07
   555      2.8941E-06   3.3460E-12  6.7525E-10   8.0634E-14 -2.7627E-16   1.0333E-04 -8.2614E-07
   556      2.9232E-06   3.4479E-12  6.8889E-10   8.3089E-14 -2.8754E-16   1.0437E-04 -8.4282E-07
   557      2.9525E-06   3.5529E-12  7.0281E-10   8.5620E-14 -2.9927E-16   1.0542E-04 -8.5984E-07
   558      2.9822E-06   3.6610E-12  7.1701E-10   8.8227E-14 -3.1148E-16   1.0648E-04 -8.7721E-07
   559      3.0122E-06   3.7725E-12  7.3149E-10   9.0914E-14 -3.2419E-16   1.0755E-04 -8.9492E-07
   560      3.0425E-06   3.8874E-12  7.4627E-10   9.3683E-14 -3.3742E-16   1.0863E-04 -9.1299E-07
   561      3.0730E-06   4.0057E-12  7.6134E-10   9.6536E-14 -3.5119E-16   1.0972E-04 -9.3143E-07
   562      3.1039E-06   4.1277E-12  7.7672E-10   9.9475E-14 -3.6552E-16   1.1082E-04 -9.5024E-07
   563      3.1351E-06   4.2534E-12  7.9241E-10   1.0250E-13 -3.8044E-16   1.1193E-04 -9.6943E-07
   564      3.1666E-06   4.3829E-12  8.0842E-10   1.0563E-13 -3.9596E-16   1.1306E-04 -9.8901E-07
   565      3.1984E-06   4.5163E-12  8.2475E-10   1.0884E-13 -4.1211E-16   1.1419E-04 -1.0090E-06
   566      3.2306E-06   4.6538E-12  8.4141E-10   1.1216E-13 -4.2893E-16   1.1534E-04 -1.0294E-06
   567      3.2631E-06   4.7955E-12  8.5840E-10   1.1557E-13 -4.4643E-16   1.1650E-04 -1.0501E-06
   568      3.2958E-06   4.9415E-12  8.7574E-10   1.1909E-13 -4.6465E-16   1.1767E-04 -1.0714E-06
   569      3.3290E-06   5.0920E-12  8.9343E-10   1.2272E-13 -4.8360E-16   1.1885E-04 -1.0930E-06
   570      3.3624E-06   5.2470E-12  9.1148E-10   1.2646E-13 -5.0334E-16   1.2005E-04 -1.1151E-06
   571      3.3962E-06   5.4068E-12  9.2989E-10   1.3031E-13 -5.2387E-16   1.2125E-04 -1.1376E-06
   572      3.4304E-06   5.5714E-12  9.4867E-10   1.3428E-13 -5.4525E-16   1.2247E-04 -1.1605E-06
   573      3.4648E-06   5.7410E-12  9.6784E-10   1.3837E-13 -5.6750E-16   1.2370E-04 -1.1840E-06
   574      3.4997E-06   5.9158E-12  9.8739E-10   1.4258E-13 -5.9065E-16   1.2495E-04 -1.2079E-06
   575      3.5348E-06   6.0959E-12  1.0073E-09   1.4692E-13 -6.1475E-16   1.2620E-04 -1.2323E-06
   576      3.5703E-06   6.2815E-12  1.0277E-09   1.5140E-13 -6.3983E-16   1.2747E-04 -1.2572E-06
   577      3.6062E-06   6.4728E-12  1.0484E-09   1.5601E-13 -6.6594E-16   1.2875E-04 -1.2825E-06
   578      3.6425E-06   6.6698E-12  1.0696E-09   1.6076E-13 -6.9311E-16   1.3004E-04 -1.3084E-06
   579      3.6791E-06   6.8729E-12  1.0912E-09   1.6565E-13 -7.2139E-16   1.3135E-04 -1.3349E-06
   580      3.7161E-06   7.0821E-12  1.1133E-09   1.7070E-13 -7.5082E-16   1.3267E-04 -1.3618E-06
   581      3.7534E-06   7.2977E-12  1.1358E-09   1.7590E-13 -7.8145E-16   1.3400E-04 -1.3893E-06
   582      3.7911E-06   7.5199E-12  1.1587E-09   1.8125E-13 -8.1334E-16   1.3535E-04 -1.4174E-06
   583      3.8292E-06   7.7488E-12  1.1821E-09   1.8677E-13 -8.4652E-16   1.3671E-04 -1.4460E-06
   584      3.8677E-06   7.9847E-12  1.2060E-09   1.9246E-13 -8.8106E-16   1.3808E-04 -1.4752E-06
   585      3.9066E-06   8.2278E-12  1.2303E-09   1.9832E-13 -9.1700E-16   1.3947E-04 -1.5050E-06
   586      3.9458E-06   8.4783E-12  1.2552E-09   2.0436E-13 -9.5441E-16   1.4087E-04 -1.5354E-06
   587      3.9855E-06   8.7364E-12  1.2805E-09   2.1058E-13 -9.9335E-16   1.4229E-04 -1.5664E-06
   588      4.0256E-06   9.0024E-12  1.3064E-09   2.1700E-13 -1.0339E-15   1.4371E-04 -1.5980E-06
   589      4.0660E-06   9.2764E-12  1.3328E-09   2.2360E-13 -1.0761E-15   1.4516E-04 -1.6302E-06
   590      4.1069E-06   9.5588E-12  1.3597E-09   2.3041E-13 -1.1200E-15   1.4662E-04 -1.6632E-06
   591      4.1482E-06   9.8498E-12  1.3872E-09   2.3743E-13 -1.1657E-15   1.4809E-04 -1.6967E-06
   592      4.1898E-06   1.0150E-11  1.4152E-09   2.4466E-13 -1.2132E-15   1.4958E-04 -1.7310E-06
   593      4.2320E-06   1.0459E-11  1.4438E-09   2.5211E-13 -1.2627E-15   1.5108E-04 -1.7659E-06
   594      4.2745E-06   1.0777E-11  1.4729E-09   2.5979E-13 -1.3142E-15   1.5260E-04 -1.8016E-06
   595      4.3174E-06   1.1105E-11  1.5027E-09   2.6770E-13 -1.3678E-15   1.5413E-04 -1.8380E-06
   596      4.3608E-06   1.1443E-11  1.5330E-09   2.7585E-13 -1.4236E-15   1.5568E-04 -1.8751E-06
   597      4.4047E-06   1.1791E-11  1.5640E-09   2.8425E-13 -1.4817E-15   1.5724E-04 -1.9129E-06
   598      4.4489E-06   1.2150E-11  1.5956E-09   2.9291E-13 -1.5422E-15   1.5882E-04 -1.9516E-06
   599      4.4936E-06   1.2520E-11  1.6278E-09   3.0183E-13 -1.6051E-15   1.6042E-04 -1.9909E-06
   600      4.5388E-06   1.2901E-11  1.6607E-09   3.1102E-13 -1.6705E-15   1.6203E-04 -2.0311E-06
   601      4.5844E-06   1.3294E-11  1.6943E-09   3.2049E-13 -1.7387E-15   1.6366E-04 -2.0721E-06
   602      4.6305E-06   1.3699E-11  1.7285E-09   3.3025E-13 -1.8096E-15   1.6530E-04 -2.1140E-06
   603      4.6770E-06   1.4116E-11  1.7634E-09   3.4031E-13 -1.8834E-15   1.6696E-04 -2.1566E-06
   604      4.7240E-06   1.4545E-11  1.7990E-09   3.5067E-13 -1.9603E-15   1.6864E-04 -2.2002E-06
   605      4.7715E-06   1.4988E-11  1.8353E-09   3.6135E-13 -2.0402E-15   1.7033E-04 -2.2446E-06
   606      4.8195E-06   1.5444E-11  1.8724E-09   3.7235E-13 -2.1235E-15   1.7204E-04 -2.2899E-06
   607      4.8679E-06   1.5914E-11  1.9102E-09   3.8369E-13 -2.2101E-15   1.7377E-04 -2.3361E-06
   608      4.9168E-06   1.6399E-11  1.9488E-09   3.9538E-13 -2.3002E-15   1.7552E-04 -2.3833E-06
   609      4.9662E-06   1.6898E-11  1.9882E-09   4.0742E-13 -2.3941E-15   1.7728E-04 -2.4314E-06
   610      5.0162E-06   1.7412E-11  2.0283E-09   4.1982E-13 -2.4917E-15   1.7906E-04 -2.4805E-06
   611      5.0666E-06   1.7942E-11  2.0693E-09   4.3261E-13 -2.5934E-15   1.8086E-04 -2.5305E-06
   612      5.1175E-06   1.8488E-11  2.1111E-09   4.4578E-13 -2.6992E-15   1.8268E-04 -2.5816E-06
   613      5.1689E-06   1.9051E-11  2.1537E-09   4.5936E-13 -2.8093E-15   1.8451E-04 -2.6337E-06
   614      5.2209E-06   1.9631E-11  2.1972E-09   4.7334E-13 -2.9238E-15   1.8636E-04 -2.6869E-06
   615      5.2733E-06   2.0228E-11  2.2416E-09   4.8776E-13 -3.0431E-15   1.8824E-04 -2.7411E-06
   616      5.3263E-06   2.0844E-11  2.2869E-09   5.0261E-13 -3.1672E-15   1.9013E-04 -2.7964E-06
   617      5.3799E-06   2.1478E-11  2.3331E-09   5.1792E-13 -3.2964E-15   1.9204E-04 -2.8529E-06
   618      5.4339E-06   2.2132E-11  2.3802E-09   5.3369E-13 -3.4309E-15   1.9396E-04 -2.9104E-06
   619      5.4885E-06   2.2805E-11  2.4283E-09   5.4994E-13 -3.5708E-15   1.9591E-04 -2.9692E-06
   620      5.5437E-06   2.3499E-11  2.4773E-09   5.6669E-13 -3.7164E-15   1.9788E-04 -3.0291E-06
   621      5.5994E-06   2.4215E-11  2.5274E-09   5.8394E-13 -3.8680E-15   1.9987E-04 -3.0902E-06
   622      5.6557E-06   2.4951E-11  2.5784E-09   6.0172E-13 -4.0258E-15   2.0187E-04 -3.1526E-06
   623      5.7125E-06   2.5711E-11  2.6305E-09   6.2005E-13 -4.1900E-15   2.0390E-04 -3.2162E-06
   624      5.7699E-06   2.6493E-11  2.6836E-09   6.3893E-13 -4.3609E-15   2.0595E-04 -3.2811E-06
   625      5.8279E-06   2.7299E-11  2.7378E-09   6.5838E-13 -4.5387E-15   2.0802E-04 -3.3473E-06
   626      5.8865E-06   2.8130E-11  2.7931E-09   6.7843E-13 -4.7238E-15   2.1011E-04 -3.4148E-06
   627      5.9457E-06   2.8986E-11  2.8495E-09   6.9909E-13 -4.9165E-15   2.1222E-04 -3.4837E-06
   628      6.0054E-06   2.9868E-11  2.9070E-09   7.2038E-13 -5.1170E-15   2.1435E-04 -3.5540E-06
   629      6.0658E-06   3.0777E-11  2.9658E-09   7.4231E-13 -5.3257E-15   2.1650E-04 -3.6257E-06
   630      6.1267E-06   3.1713E-11  3.0257E-09   7.6492E-13 -5.5429E-15   2.1867E-04 -3.6989E-06
   631      6.1883E-06   3.2678E-11  3.0868E-09   7.8821E-13 -5.7689E-15   2.2087E-04 -3.7735E-06
   632      6.2505E-06   3.3673E-11  3.1491E-09   8.1221E-13 -6.0042E-15   2.2309E-04 -3.8497E-06
   633      6.3133E-06   3.4697E-11  3.2127E-09   8.3694E-13 -6.2490E-15   2.2533E-04 -3.9273E-06
   634      6.3768E-06   3.5753E-11  3.2776E-09   8.6243E-13 -6.5038E-15   2.2759E-04 -4.0065E-06
   635      6.4409E-06   3.6840E-11  3.3438E-09   8.8869E-13 -6.7690E-15   2.2987E-04 -4.0874E-06
   636      6.5056E-06   3.7961E-11  3.4113E-09   9.1575E-13 -7.0451E-15   2.3218E-04 -4.1698E-06
   637      6.5710E-06   3.9116E-11  3.4802E-09   9.4364E-13 -7.3324E-15   2.3451E-04 -4.2539E-06
   638      6.6370E-06   4.0306E-11  3.5505E-09   9.7237E-13 -7.6313E-15   2.3687E-04 -4.3398E-06
   639      6.7037E-06   4.1532E-11  3.6222E-09   1.0020E-12 -7.9425E-15   2.3925E-04 -4.4273E-06
   640      6.7711E-06   4.2796E-11  3.6953E-09   1.0325E-12 -8.2664E-15   2.4165E-04 -4.5166E-06
   641      6.8391E-06   4.4098E-11  3.7700E-09   1.0639E-12 -8.6034E-15   2.4407E-04 -4.6077E-06
   642      6.9079E-06   4.5439E-11  3.8461E-09   1.0963E-12 -8.9542E-15   2.4652E-04 -4.7006E-06
   643      6.9773E-06   4.6822E-11  3.9238E-09   1.1297E-12 -9.3193E-15   2.4900E-04 -4.7954E-06
   644      7.0474E-06   4.8246E-11  4.0030E-09   1.1641E-12 -9.6993E-15   2.5150E-04 -4.8921E-06
   645      7.1183E-06   4.9713E-11  4.0838E-09   1.1996E-12 -1.0095E-14   2.5402E-04 -4.9908E-06
   646      7.1898E-06   5.1226E-11  4.1663E-09   1.2361E-12 -1.0506E-14   2.5657E-04 -5.0915E-06
   647      7.2621E-06   5.2784E-11  4.2504E-09   1.2737E-12 -1.0935E-14   2.5915E-04 -5.1941E-06
   648      7.3350E-06   5.4389E-11  4.3363E-09   1.3125E-12 -1.1380E-14   2.6175E-04 -5.2989E-06
   649      7.4088E-06   5.6043E-11  4.4238E-09   1.3525E-12 -1.1844E-14   2.6438E-04 -5.4057E-06
   650      7.4832E-06   5.7748E-11  4.5132E-09   1.3936E-12 -1.2327E-14   2.6703E-04 -5.5147E-06
   651      7.5584E-06   5.9504E-11  4.6043E-09   1.4361E-12 -1.2830E-14   2.6971E-04 -5.6259E-06
   652      7.6344E-06   6.1314E-11  4.6973E-09   1.4798E-12 -1.3353E-14   2.7242E-04 -5.7393E-06
   653      7.7111E-06   6.3179E-11  4.7921E-09   1.5249E-12 -1.3897E-14   2.7515E-04 -5.8550E-06
   654      7.7886E-06   6.5100E-11  4.8889E-09   1.5713E-12 -1.4464E-14   2.7791E-04 -5.9731E-06
   655      7.8669E-06   6.7080E-11  4.9876E-09   1.6191E-12 -1.5053E-14   2.8070E-04 -6.0935E-06
   656      7.9460E-06   6.9119E-11  5.0883E-09   1.6684E-12 -1.5667E-14   2.8352E-04 -6.2163E-06
   657      8.0258E-06   7.1221E-11  5.1911E-09   1.7192E-12 -1.6305E-14   2.8636E-04 -6.3417E-06
   658      8.1065E-06   7.3387E-11  5.2959E-09   1.7716E-12 -1.6970E-14   2.8924E-04 -6.4695E-06
   659      8.1879E-06   7.5618E-11  5.4028E-09   1.8255E-12 -1.7662E-14   2.9214E-04 -6.5999E-06
   660      8.2702E-06   7.7917E-11  5.5119E-09   1.8811E-12 -1.8381E-14   2.9507E-04 -6.7329E-06
   661      8.3534E-06   8.0286E-11  5.6232E-09   1.9384E-12 -1.9131E-14   2.9803E-04 -6.8686E-06
   662      8.4373E-06   8.2727E-11  5.7367E-09   1.9974E-12 -1.9910E-14   3.0102E-04 -7.0070E-06
   663      8.5221E-06   8.5243E-11  5.8526E-09   2.0582E-12 -2.0722E-14   3.0404E-04 -7.1482E-06
   664      8.6078E-06   8.7834E-11  5.9707E-09   2.1209E-12 -2.1566E-14   3.0709E-04 -7.2923E-06
   665      8.6943E-06   9.0504E-11  6.0913E-09   2.1855E-12 -2.2445E-14   3.1017E-04 -7.4392E-06
   666      8.7816E-06   9.3256E-11  6.2143E-09   2.2520E-12 -2.3360E-14   3.1329E-04 -7.5891E-06
   667      8.8699E-06   9.6090E-11  6.3397E-09   2.3206E-12 -2.4312E-14   3.1643E-04 -7.7420E-06
   668      8.9590E-06   9.9011E-11  6.4677E-09   2.3912E-12 -2.5302E-14   3.1960E-04 -7.8980E-06
   669      9.0491E-06   1.0202E-10  6.5983E-09   2.4640E-12 -2.6333E-14   3.2281E-04 -8.0571E-06
   670      9.1400E-06   1.0512E-10  6.7315E-09   2.5390E-12 -2.7406E-14   3.2605E-04 -8.2195E-06
   671      9.2319E-06   1.0832E-10  6.8674E-09   2.6163E-12 -2.8523E-14   3.2932E-04 -8.3850E-06
   672      9.3247E-06   1.1161E-10  7.0061E-09   2.6960E-12 -2.9685E-14   3.3262E-04 -8.5539E-06
   673      9.4184E-06   1.1500E-10  7.1475E-09   2.7781E-12 -3.0894E-14   3.3595E-04 -8.7262E-06
   674      9.5130E-06   1.1850E-10  7.2918E-09   2.8626E-12 -3.2153E-14   3.3932E-04 -8.9020E-06
   675      9.6086E-06   1.2210E-10  7.4390E-09   2.9498E-12 -3.3463E-14   3.4273E-04 -9.0813E-06
   676      9.7052E-06   1.2581E-10  7.5892E-09   3.0396E-12 -3.4826E-14   3.4616E-04 -9.2641E-06
   677      9.8028E-06   1.2963E-10  7.7424E-09   3.1321E-12 -3.6245E-14   3.4964E-04 -9.4507E-06
   678      9.9013E-06   1.3357E-10  7.8987E-09   3.2275E-12 -3.7721E-14   3.5314E-04 -9.6410E-06
   679      1.0001E-05   1.3763E-10  8.0582E-09   3.3258E-12 -3.9258E-14   3.5668E-04 -9.8351E-06
   680      1.0101E-05   1.4181E-10  8.2208E-09   3.4270E-12 -4.0857E-14   3.6026E-04 -1.0033E-05
   681      1.0203E-05   1.4612E-10  8.3868E-09   3.5313E-12 -4.2521E-14   3.6387E-04 -1.0235E-05
   682      1.0305E-05   1.5055E-10  8.5561E-09   3.6388E-12 -4.4253E-14   3.6752E-04 -1.0441E-05
   683      1.0409E-05   1.5513E-10  8.7288E-09   3.7496E-12 -4.6055E-14   3.7120E-04 -1.0651E-05
   684      1.0514E-05   1.5984E-10  8.9050E-09   3.8638E-12 -4.7930E-14   3.7492E-04 -1.0866E-05
   685      1.0619E-05   1.6469E-10  9.0847E-09   3.9814E-12 -4.9882E-14   3.7868E-04 -1.1084E-05
   686      1.0726E-05   1.6970E-10  9.2681E-09   4.1026E-12 -5.1913E-14   3.8248E-04 -1.1307E-05
   687      1.0834E-05   1.7485E-10  9.4552E-09   4.2275E-12 -5.4027E-14   3.8631E-04 -1.1535E-05
   688      1.0943E-05   1.8016E-10  9.6460E-09   4.3562E-12 -5.6227E-14   3.9018E-04 -1.1767E-05
   689      1.1053E-05   1.8563E-10  9.8407E-09   4.4888E-12 -5.8517E-14   3.9409E-04 -1.2004E-05
   690      1.1164E-05   1.9127E-10  1.0039E-08   4.6255E-12 -6.0899E-14   3.9804E-04 -1.2245E-05
   691      1.1276E-05   1.9707E-10  1.0242E-08   4.7663E-12 -6.3378E-14   4.0203E-04 -1.2492E-05
   692      1.1389E-05   2.0306E-10  1.0449E-08   4.9114E-12 -6.5958E-14   4.0606E-04 -1.2743E-05
   693      1.1504E-05   2.0922E-10  1.0660E-08   5.0609E-12 -6.8643E-14   4.1013E-04 -1.2999E-05
   694      1.1619E-05   2.1557E-10  1.0875E-08   5.2149E-12 -7.1438E-14   4.1423E-04 -1.3261E-05
   695      1.1736E-05   2.2212E-10  1.1094E-08   5.3737E-12 -7.4345E-14   4.1838E-04 -1.3527E-05
   696      1.1854E-05   2.2886E-10  1.1318E-08   5.5372E-12 -7.7371E-14   4.2258E-04 -1.3799E-05
   697      1.1973E-05   2.3581E-10  1.1546E-08   5.7058E-12 -8.0520E-14   4.2681E-04 -1.4077E-05
   698      1.2093E-05   2.4296E-10  1.1780E-08   5.8795E-12 -8.3797E-14   4.3108E-04 -1.4360E-05
   699      1.2215E-05   2.5034E-10  1.2017E-08   6.0584E-12 -8.7207E-14   4.3540E-04 -1.4648E-05
   700      1.2338E-05   2.5793E-10  1.2260E-08   6.2428E-12 -9.0756E-14   4.3976E-04 -1.4943E-05
   701      1.2462E-05   2.6576E-10  1.2507E-08   6.4329E-12 -9.4449E-14   4.4416E-04 -1.5243E-05
   702      1.2587E-05   2.7382E-10  1.2759E-08   6.6287E-12 -9.8292E-14   4.4861E-04 -1.5549E-05
   703      1.2713E-05   2.8213E-10  1.3017E-08   6.8304E-12 -1.0229E-13   4.5310E-04 -1.5862E-05
   704      1.2841E-05   2.9069E-10  1.3280E-08   7.0383E-12 -1.0645E-13   4.5764E-04 -1.6180E-05
   705      1.2970E-05   2.9951E-10  1.3548E-08   7.2526E-12 -1.1078E-13   4.6222E-04 -1.6506E-05
   706      1.3101E-05   3.0859E-10  1.3821E-08   7.4733E-12 -1.1529E-13   4.6685E-04 -1.6837E-05
   707      1.3232E-05   3.1795E-10  1.4100E-08   7.7008E-12 -1.1998E-13   4.7152E-04 -1.7175E-05
   708      1.3365E-05   3.2759E-10  1.4384E-08   7.9352E-12 -1.2486E-13   4.7624E-04 -1.7520E-05
   709      1.3500E-05   3.3753E-10  1.4674E-08   8.1767E-12 -1.2994E-13   4.8101E-04 -1.7872E-05
   710      1.3635E-05   3.4776E-10  1.4971E-08   8.4255E-12 -1.3522E-13   4.8582E-04 -1.8231E-05
   711      1.3772E-05   3.5831E-10  1.5273E-08   8.6820E-12 -1.4072E-13   4.9068E-04 -1.8597E-05
   712      1.3911E-05   3.6917E-10  1.5581E-08   8.9462E-12 -1.4644E-13   4.9559E-04 -1.8970E-05
   713      1.4051E-05   3.8036E-10  1.5895E-08   9.2185E-12 -1.5239E-13   5.0055E-04 -1.9351E-05
   714      1.4192E-05   3.9189E-10  1.6216E-08   9.4990E-12 -1.5859E-13   5.0555E-04 -1.9739E-05
   715      1.4334E-05   4.0377E-10  1.6543E-08   9.7881E-12 -1.6504E-13   5.1061E-04 -2.0135E-05
   716      1.4478E-05   4.1600E-10  1.6876E-08   1.0086E-11 -1.7174E-13   5.1572E-04 -2.0539E-05
   717      1.4624E-05   4.2861E-10  1.7217E-08   1.0393E-11 -1.7873E-13   5.2088E-04 -2.0951E-05
   718      1.4771E-05   4.4159E-10  1.7564E-08   1.0709E-11 -1.8599E-13   5.2608E-04 -2.1371E-05
   719      1.4919E-05   4.5497E-10  1.7918E-08   1.1035E-11 -1.9355E-13   5.3134E-04 -2.1800E-05
   720      1.5069E-05   4.6875E-10  1.8280E-08   1.1371E-11 -2.0141E-13   5.3666E-04 -2.2237E-05
   721      1.5221E-05   4.8295E-10  1.8648E-08   1.1717E-11 -2.0960E-13   5.4202E-04 -2.2683E-05
   722      1.5374E-05   4.9758E-10  1.9025E-08   1.2074E-11 -2.1811E-13   5.4744E-04 -2.3137E-05
   723      1.5528E-05   5.1265E-10  1.9408E-08   1.2441E-11 -2.2697E-13   5.5291E-04 -2.3601E-05
   724      1.5684E-05   5.2817E-10  1.9800E-08   1.2820E-11 -2.3619E-13   5.5843E-04 -2.4074E-05
   725      1.5842E-05   5.4416E-10  2.0199E-08   1.3210E-11 -2.4578E-13   5.6401E-04 -2.4556E-05
   726      1.6001E-05   5.6063E-10  2.0606E-08   1.3612E-11 -2.5577E-13   5.6965E-04 -2.5048E-05
   727      1.6162E-05   5.7760E-10  2.1022E-08   1.4026E-11 -2.6615E-13   5.7534E-04 -2.5550E-05
   728      1.6324E-05   5.9508E-10  2.1446E-08   1.4452E-11 -2.7696E-13   5.8109E-04 -2.6061E-05
   729      1.6489E-05   6.1309E-10  2.1878E-08   1.4892E-11 -2.8820E-13   5.8689E-04 -2.6583E-05
   730      1.6654E-05   6.3164E-10  2.2319E-08   1.5345E-11 -2.9990E-13   5.9275E-04 -2.7115E-05
   731      1.6822E-05   6.5075E-10  2.2769E-08   1.5812E-11 -3.1208E-13   5.9867E-04 -2.7658E-05
   732      1.6991E-05   6.7043E-10  2.3228E-08   1.6293E-11 -3.2474E-13   6.0464E-04 -2.8211E-05
   733      1.7161E-05   6.9071E-10  2.3696E-08   1.6789E-11 -3.3792E-13   6.1068E-04 -2.8775E-05
   734      1.7334E-05   7.1160E-10  2.4174E-08   1.7300E-11 -3.5164E-13   6.1677E-04 -2.9351E-05
   735      1.7508E-05   7.3312E-10  2.4661E-08   1.7826E-11 -3.6590E-13   6.2293E-04 -2.9938E-05
   736      1.7684E-05   7.5528E-10  2.5159E-08   1.8368E-11 -3.8075E-13   6.2914E-04 -3.0536E-05
   737      1.7862E-05   7.7811E-10  2.5666E-08   1.8927E-11 -3.9619E-13   6.3542E-04 -3.1147E-05
   738      1.8041E-05   8.0163E-10  2.6183E-08   1.9503E-11 -4.1226E-13   6.4176E-04 -3.1769E-05
   739      1.8223E-05   8.2585E-10  2.6711E-08   2.0096E-11 -4.2898E-13   6.4816E-04 -3.2404E-05
   740      1.8406E-05   8.5080E-10  2.7249E-08   2.0708E-11 -4.4637E-13   6.5462E-04 -3.3051E-05
   741      1.8591E-05   8.7650E-10  2.7798E-08   2.1338E-11 -4.6447E-13   6.6115E-04 -3.3712E-05
   742      1.8778E-05   9.0298E-10  2.8358E-08   2.1987E-11 -4.8330E-13   6.6774E-04 -3.4385E-05
   743      1.8966E-05   9.3025E-10  2.8930E-08   2.2656E-11 -5.0289E-13   6.7440E-04 -3.5071E-05
   744      1.9157E-05   9.5833E-10  2.9513E-08   2.3345E-11 -5.2327E-13   6.8112E-04 -3.5771E-05
   745      1.9349E-05   9.8726E-10  3.0107E-08   2.4055E-11 -5.4447E-13   6.8790E-04 -3.6485E-05
   746      1.9544E-05   1.0171E-09  3.0714E-08   2.4786E-11 -5.6653E-13   6.9475E-04 -3.7212E-05
   747      1.9740E-05   1.0478E-09  3.1333E-08   2.5540E-11 -5.8949E-13   7.0167E-04 -3.7955E-05
   748      1.9939E-05   1.0794E-09  3.1964E-08   2.6317E-11 -6.1336E-13   7.0866E-04 -3.8711E-05
   749      2.0139E-05   1.1119E-09  3.2608E-08   2.7117E-11 -6.3820E-13   7.1572E-04 -3.9483E-05
