      52   17    4   92        0.023508747914
      59   18    4   92        0.012818474862
      68   15    8   92       -0.018763411036
      72   16    8   72        0.013313490468
      73   16    8   75        0.030430061520
      80   16    8   91        0.153769452541
      81   16    8   92        0.018671067508
      86   16    8  101        0.043480701648
      87   16    8  105        0.010045417108
      95   15    4   41       -0.018163639551
      98   16    4   23        0.013088549850
      99   16    4   26        0.029908383846
     100   16    4   31       -0.054946200883
     101   16    4   34        0.091673162602
     104   16    4   42        0.149418687335
     106   16    4   47        0.107345713783
     108   16    4   52        0.040744707262
     111   19    8   35       -0.015384483048
     113   19    8   41       -0.070616221740
     124   20    4  172       -0.077999512213
     129   20    4  184       -0.011028191983
     136   17    8  172       -0.025687265884
     139   17    8  184       -0.010172514976
     141   18    8  172       -0.032408177562
     145   19    4  134       -0.043733802754
     146   19    4  136        0.051659131000
     147   19    4  140       -0.024051784119
     148   20    8  232        0.048895878211
     149   20    8  233       -0.057756664541
     150   20    8  236        0.026890712212
