      25   15    4  364       -0.014235371622 
      32   14    5  364       -0.038436978652 
      47   14    6  242        0.030920310023 
      48   14    6  243        0.059655859269 
      51   14    6  246       -0.083945899084 
      56   14    6  251       -0.099860002700 
      59   14    6  254        0.094610579671 
      63   14    6  259        0.059823516016 
      66   14    6  265        0.022390953557 
      88   18    4  439        0.014235403400 
      95   14    8  439        0.038437025335
     116    5    4  143        0.024201607031 
     117    6    4   21       -0.031560218417 
     118    6    4   22       -0.060809821703 
     120    6    4   25        0.085345581228 
     125    6    4   30        0.101027671445 
     128    6    4   33       -0.094816577130 
     132    6    4   38       -0.058947354636 
     147    8    4  218       -0.024201621937 
       2   15    5  333       -0.015604993005
       3   15    5  336       -0.013798198198
       4   16    6  324        0.012377733038
       5   16    6  325       -0.013714500558
       6   16    6  326        0.014711830826
       7   16    6  329       -0.017179072444
       8   16    6  330       -0.021150060527
       9   16    6  333        0.016374270762
      10   16    6  334       -0.011491736360
      11   16    6  335        0.023859880705
      12   16    6  336        0.019139025237
      13   16    6  338        0.019116487907
      14   18    8  334        0.016315382056
      15   18    8  337       -0.015629711586
      16   15    3  360       -0.010100743745
      17   15    3  361        0.011168286164
      18   15    3  364        0.012361589296
      33   16    3  255       -0.010253031589
      34   16    3  257       -0.012885822221
      35   16    3  263        0.013031305304
      67   16    5  300        0.013712022959
      68   16    5  303        0.012075673169
      69   16    5  304        0.011269001311
      70   15    6  292        0.010780765113
      71   15    6  293       -0.011531125861
      72   15    6  296        0.013431211408
      73   15    6  297        0.016552953725
      74   15    6  300        0.013711981684
      75   15    6  302       -0.018926203759
      76   15    6  303        0.012075667953
      77   15    6  304        0.011269004907
      78   15    6  305       -0.016000586348
      79   18    3  435        0.010100743783
      80   18    3  436       -0.011168287745
      81   18    3  439       -0.012361591317
      96   18    5  454        0.012912771539
      97   18    5  455        0.013057857906
      98   15    8  454        0.012912775709
      99   15    8  455        0.013057860411
     100   18    6  379       -0.010780775850
     101   18    6  380       -0.011531124518
     102   18    6  383       -0.013431195549
     103   18    6  384        0.016552951583
     104   18    6  388       -0.016095374640
     105   18    6  389       -0.018926204126
     106   18    6  391       -0.014727222878
     107   18    6  392        0.016000587736
     108   16    8  388       -0.016095408685
     109   16    8  391       -0.014727223094
     136    6    5   72        0.010277488854
     137    6    5   75       -0.011951719672
     138    6    5   76       -0.014740557832
     139    6    5   81        0.017006795546
     140    6    5   84        0.014871855619
     148    8    6  159       -0.010277484806
     149    8    6  162       -0.011951708787
     150    8    6  163        0.014740551679
     151    8    6  168       -0.017006792901
     152    8    6  171        0.014871854292
